region,cui,nombre_pip,funcion,division_funcional,grupo_funcional,sector_responsable,brechas,opmi,uf,uei,uep,gps,departamento,provincia,distrito,centro_poblado,region.1
piura,2036533,"MEJORAMIENTO DE CALLES DE URBANIZACION LA RIBERA  DE SECHURA, PROVINCIA DE SECHURA - PIURA",TRANSPORTE,TRANSPORTE URBANO,VÍAS URBANAS,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE MOVILIDAD URBANA
                                
                                
                                    PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE PISTAS Y VEREDAS
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    991",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE SECHURA,UF DE LA MUNICIPALIDAD PROVINCIAL DE SECHURA (UFMPSHR1 - SEGUNDO CELI BARRANZUELA),UEI DE LA MUNICIPALIDAD PROVINCIAL DE SECHURA - (UEIMPS3 - EDGARD ALEJANDRO PAREDES SILVA),301587 - MUNICIPALIDAD PROVINCIAL DE SECHURA,-5.5567214099999660 / -80.82299627999998,PIURA,SECHURA,SECHURA,URB. LA RIBERA,
piura,2037729,"MEJORAMIENTO, Y REHABILITACION DE LA I.E. JOSE ILDEFONSO COLOMA LAS PALMERAS, DISTRITO DE MARCAVELICA-PROVINCIA DE SULLANA-PIURA",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE MARCAVELICA,UF DE LA MUNICIPALIDAD DISTRITAL DE MARCAVELICA (UFMDMARCAV02 - MARIELA PAMELA OTOYA VALDEZ),UEIPI-GSRLCC - (UEIGSRLCCCMM - CESAR AUGUSTO MONTALVAN MOZO),893 - REGION PIURA-GERENCIA LUCIANO CASTILLO COLONNA,0,0,0,0,0,
piura,2040186,MEJORAMIENTO DE RIEGO Y GENERACION HIDROENERGETICO DEL ALTO PIURA,AGROPECUARIA,RIEGO,INFRAESTRUCTURA DE RIEGO,AGRICULTURA Y RIEGO,"SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO
                                
                                
                                    PORCENTAJE DE SUPERFICIE AGRÍCOLA SIN RIEGO
                                
                                
                                    HA
                                
                                
                                    DEPARTAMENTAL
                                
                                
                                    19000
                                
                            
                            
                                
                                    SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO
                                
                                
                                    PORCENTAJE DE SISTEMAS DE RIEGO QUE OPERAN EN CONDICIONES INADECUADAS
                                
                                
                                    SISTEMA DE RIEGO
                                
                                
                                    DEPARTAMENTAL
                                
                                
                                    10",OPMI DEL GOBIERNO REGIONAL PIURA,PROYECTO ESPECIAL DE IRRIGACION E HIDROENERGETICO DEL ALTO PIURA (UFPEIHAPMAP - MARCOS VARGAS PIZAN),PROYECTO ESPECIAL DE IRRIGACION E HIDROENERGETICO ALTO PIURA - (UEIPEIHAPRAS - REYNALDO ALMESTAR SAAVEDRA),-,-5.09648037 / -80.161510,PIURA,MORROPON,CHULUCANAS,,
piura,2043362,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA Y SANEAMIENTO EN LA CIUDAD DE  AYABACA, PROVINCIA DE AYABACA - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE AGUA POTABLE
                                
                                
                                    PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÚBLICA O PILETA PÚBLICA
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    6500
                                
                            
                            
                                
                                    SERVICIO DE ALCANTARILLADO
                                
                                
                                    PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A SERVICIOS DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    6500",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE AYABACA - PIURA,UF DE LA MUNICIPALIDAD PROVINCIAL DE AYABACA (UFMPYBC001 -  CARLOS ALBERTO  CHACON LOPEZ),UEIPI-GSRLCC - (UEIPI-GSRLCC - FRANCISCO CASTRO CASTRO),301538 - REGION PIURA-GERENCIA LUCIANO CASTILLO COLONNA,-4.6399841099999435 / -79.71580763999998,PIURA,AYABACA,AYABACA,,
piura,2045448,"AMPLIACION, MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO  DEL CENTRO POBLADO VISTA FLORIDA, DISTRITO DE MARCAVELICA - SULLANA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE MARCAVELICA,DIVISION DE DESARROLLO URBANO ( -  ),- ( - ),-,0,0,0,0,0,
piura,2049215,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LAS CALLES DEL AH MANUEL SEOANE DEL DISTRITO DE SULLANA, PROVINCIA DE SULLANA - PIURA",TRANSPORTE,TRANSPORTE URBANO,VÍAS URBANAS,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE MOVILIDAD URBANA
                                
                                
                                    PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE PISTAS Y VEREDAS
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    413",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE SULLANA,UF DE LA MUNICIPALIDAD PROVINCIAL DE SULLANA (UFMPSLL1 - MARCO ZEGARRA RAMIREZ),UEI DE LA MUNICIPALIDAD PROVINCIAL DE SULLANA - (UEIMPSLL002 - OSCAR HUMBERTO CASTANEDA SEVILLANO),301573 - MUNICIPALIDAD PROVINCIAL DE SULLANA,-4.8913026299999270 / -80.68830767999998,PIURA,SULLANA,SULLANA,A.H. MANUEL SEOANE,
piura,2053819,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO EN LOS CASERIOS DE LA LEGUA, SAN JACINTO, BUENOS AIRES, PALO PARADO Y LOS OLIVOS, EN EL DISTRITO DE CATACAOS, PROVINCIA DE PIURA - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE ALCANTARILLADO
                                
                                
                                    PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A SERVICIOS DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    11557",OPMI DE LA MUNICIPALIDAD DISTRITAL DE CATACAOS,UF DE LA MUNICIPALIDAD DISTRITAL DE CATACAOS (UFMDCTC2 - IOSIF MIJAIL ALEXANDER DIEGUEZ CORONADO),UEI DE LA MUNICIPALIDAD DISTRITAL DE CATACAOS - (UEIMDCTC2 - EDER ALBERTO ROBLEDO GONZALES),301531 - MUNICIPALIDAD DISTRITAL DE CATACAOS,-5.26414442 / -80.676670,PIURA,PIURA,CATACAOS,LA LEGUA-SAN JACINTO (LA LEGUA),
piura,2054702,"REHABILITACION Y RECONSTRUCCION DE LA INFRAESTRUCTURA Y EQUIPAMIENTO EN LA IE POLITECNICO ALEJANDRO TABOADA DEL AH SAN PEDRO, PROVINCIA DE TALARA - PIURA",EDUCACIÓN,EDUCACIÓN BÁSICA,EDUCACIÓN SECUNDARIA,EDUCACION,"SERVICIO DE EDUCACIÓN SECUNDARIA
                                
                                
                                    PORCENTAJE DE UNIDADES PRODUCTORAS CON EL SERVICIO DE EDUCACIÓN SECUNDARIA CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    LOCAL EDUCATIVO
                                
                                
                                    DISTRITAL
                                
                                
                                    10.59",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE TALARA,UF DE LA MUNICIPALIDAD PROVINCIAL DE TALARA (MPTSGFPIJMVB - JUAN MANUEL VALLE BALDA),UEI DE LA MUNICIPALIDAD PROVINCIAL DE TALARA - (MPTUEIJCL - JOSE CARLOS CAMPOS LOPEZ),301581 - MUNICIPALIDAD PROVINCIAL DE TALARA - PARIÑAS,0,0,0,0,0,
piura,2054933,"REHABILITACION Y MEJORAMIENTO DE LA INFRAESTRUCTURA DEL ESTADIO MUNICIPAL Y DESARROLLO DE CAPACIDADES EN DISCIPLINAS DEPORTIVAS LA DRAGA, DISTRITO DE LA BREA - TALARA - PIURAES",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE LA BREA,DEPARTAMENTO DE ESTUDIOS Y PROYECTOS (UNIDAD FORMULADORA) ( -  ),- ( - ),-,0,0,0,0,0,
piura,2056329,"AMPLIACION, MEJORAMIENTO DEL ESTADIO CAMPEONES DEL 36 SULLANA, PROVINCIA DE SULLANA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE SULLANA,SUB GERENCIA DE ESTUDIOS Y FORMULACION  DE PROYECTOS (MPMPSLL000 - ANA PAOLA HO VALDIVIESO),UEI DE LA MUNICIPALIDAD PROVINCIAL DE SULLANA - (UEIMPSLL - SIGIFREDO PASACHE ARAUJO),301573 - MUNICIPALIDAD PROVINCIAL DE SULLANA,-4.89130259 / -80.688310,PIURA,SULLANA,SULLANA,,
piura,2056362,MEJORAMIENTO DE LA CARRETERA MALLARES-CENTRO POBLADO EL ANGOLO-DISTRITO DE MERCAVELICA-PROVINCIA DE SULLANA - PIURA,,,,,,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE SULLANA,UF DE LA MUNICIPALIDAD PROVINCIAL DE SULLANA (UFMPSLL1 - MARCO ZEGARRA RAMIREZ),UEI DE LA MUNICIPALIDAD PROVINCIAL DE SULLANA - (UEIMPSLL1 - ARTURO RAMOS RIVAS),301573 - MUN. PRO. DE SULLANA,0,0,0,0,0,
piura,2056438,AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA UPIS LUIS ANTONIO EGUIGUREN DEL DISTRITO DE PIURA,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE AGUA POTABLE
                                
                                
                                    PORCENTAJE DE POBLACIÓN URBANA QUE NO TIENE CONTINUIDAD DEL SERVICIO DE AGUA POTABLE
                                
                                
                                    HORAS
                                
                                
                                    DISTRITAL
                                
                                
                                    10
                                
                            
                            
                                
                                    SERVICIO DE AGUA POTABLE
                                
                                
                                    PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÚBLICA O PILETA PÚBLICA
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    10472
                                
                            
                            
                                
                                    SERVICIO DE AGUA POTABLE
                                
                                
                                    PORCENTAJE DE VIVIENDAS URBANAS CON SERVICIO DE AGUA CON CLORO RESIDUAL MENOR AL LÍMITE PERMISIBLE (0.5 MG/L)
                                
                                
                                    MG/L
                                
                                
                                    DISTRITAL
                                
                                
                                    5
                                
                            
                            
                                
                                    SERVICIO DE ALCANTARILLADO
                                
                                
                                    PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A SERVICIOS DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    10472",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE PIURA,UF DE LA MUNICIPALIDAD PROVINCIAL DE PIURA (UFMUNIPIURA - FELIX GERARDO ROSILLO CASTILLO),UEI DE LA MUNICIPALIDAD PROVINCIAL DE PIURA - (UEIMPIU - JOSE MARTIN VALERIO ALCIVAR),132 - HOSPITAL NACIONAL HIPOLITO UNANUE,0,0,0,0,0,
piura,2056440,MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA CIUDAD DE QUÉRECOTILLO - SULLANA - PIURA,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE AGUA POTABLE URBANO
                                
                                
                                    PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÚBLICA O PILETA PÚBLICA
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    13477
                                
                            
                            
                                
                                    SERVICIO DE ALCANTARILLADO
                                
                                
                                    PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A SERVICIOS DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    13477",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE SULLANA,UF DE LA MUNICIPALIDAD PROVINCIAL DE SULLANA (UFMPSLL1 - MARCO ZEGARRA RAMIREZ),UEI DE LA MUNICIPALIDAD PROVINCIAL DE SULLANA - (UEIMPSLL002 - OSCAR HUMBERTO CASTANEDA SEVILLANO),301573 - MUNICIPALIDAD PROVINCIAL DE SULLANA,0,0,0,0,0,
piura,2057346,MEJORAMIENTO DE LA I.E. FE Y ALEGRIA Nº 15 DEL AA.HH. EL INDIO DEL DISTRITO DE CASTILLA-PIURA - PIURA,EDUCACIÓN,EDUCACIÓN BÁSICA,EDUCACIÓN PRIMARIA,EDUCACION,"SERVICIO DE EDUCACION PRIMARIA
                                
                                
                                    PORCENTAJE DE UNIDADES PRODUCTORAS CON EL SERVICIO DE EDUCACIÓN PRIMARIA CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    LOCAL EDUCATIVO
                                
                                
                                    DISTRITAL
                                
                                
                                    1072",OPMI DE LA MUNICIPALIDAD DISTRITAL DE CASTILLA,UF DE LA MUNICIPALIDAD DISTRITAL DE CASTILLA (UFMDCTL001 - SILVIA LILIANA CALLE CALLE),UEI DE LA GOBIERNO REGIONAL PIURA - (UEIPI - MARTIN EDUARDO SAAVEDRA MORE),892 - REGION PIURA-SEDE CENTRAL,-5.2252102830105610 / -80.61675234169252,PIURA,PIURA,CASTILLA,CASTILLA,
piura,2070374,"INSTALACION DEL SISTEMA  DE ALCANTARILLADO EN LA ESMERALDA, LOCALIDAD DE SAN LUCAS DE COLAN, DISTRITO DE  COLAN, PROVINCIA DE PAITA - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE ALCANTARILLADO
                                
                                
                                    PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A SERVICIOS DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    2750
                                
                            
                            
                                
                                    SERVICIO DE TRATAMIENTO DE AGUAS RESIDUALES PARA DISPOSICIÓN FINAL
                                
                                
                                    PORCENTAJE DE VOLUMEN DE AGUAS RESIDUALES NO TRATADAS
                                
                                
                                    M3
                                
                                
                                    DISTRITAL
                                
                                
                                    228244.72",OPMI DE LA MUNICIPALIDAD DISTRITAL DE COLAN,UF DE LA MUNICIPALIDAD DISTRITAL DE COLAN (UFMDCLN - RENAN VALLADARES GARCIA),UEI DE LA MUNICIPALIDAD DISTRITAL DE COLAN - (UEIMDCLN01 - RENAN VALLADARES GARCIA),301569 - PROGRAMA AGUA PARA TODOS,0,0,0,0,0,
