cui,nombre_pip,monto_inversion,monto_actualizado,fecha_ultimamodificacion
2104797,"MEJORAMIENTO Y AMPLIACIÓN  DE INFRAESTRUCTURA DE LA INSTITUCIÓN EDUCATIVA MIXTA AGROPECUARIA ANTERO EFRAÍN UGARTE VIZCARRA DE PULPERA DEL DISTRITO DE SANTO TOMAS, PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 2,115,079.00","S/. 2,831,728.14",
2105295,"REHABILITACION DE LA TROCHA CARROZABLE CCANCCAYLLO-HANCCOYO DEL DISTRITO DE YANAOCA, PROVINCIA DE CANAS - CUSCO","S/. 380,041.35",S/. 0.00,
2105649,"MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL PUESTO DE SALUD DE OCOBAMBA, DISTRITO DE OCOBAMBA - LA CONVENCION - CUSCO","S/. 4,330,090.00",S/. 0.00,
2106963,"MEJORAMIENTO DE LAS CALLES 5, 6, 7 DE LA APV COVIPOL, DISTRITO DE CUSCO, PROVINCIA DE CUSCO - CUSCO","S/. 113,479.51",S/. 0.00,
2107855,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE SANEAMIENTO BASICO INTEGRAL EN LA CC.NN DE KIRIGUETI, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 3,357,250.00","S/. 7,377,917.94",
2108240,"MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL CENTRO DE SALUD DE URUBAMBA, MICRO RED URUBAMBA, RED  CUSCO NORTE, DIRESA - CUSCO","S/. 12,562,440.00","S/. 19,411,127.48",29/09/2021 09:10:04 a.m.
2110244,FORTALECIMIENTO DE LA ENSEÑANZA EN LA CARRERA PROFESIONAL DE INGENIERIA ELECTRONICA - UNSAAC,"S/. 18,201,193.00","S/. 26,700,428.24",16/02/2022 09:37:38 a.m.
2110387,"MEJORAMIENTO DE LA TRANSITABILIDAD PEATONAL Y VEHICULAR CON ESCALINATAS Y GRADERIAS DEL PRIMER TRAMO DEL JIRON SAMBARAY HACIA EL SECTOR DE LA BALSA DE LA CIUDAD DE QUILLABAMBA, DISTRITO DE SANTA ANA, PROVINCIA DE LA CONVENCION - CUSCO","S/. 324,321.00","S/. 310,347.60",
2110685,"MEJORAMIENTO DEL SERVICIO DE PREVENCION Y ATENCION OPORTUNA DE EMERGENCIAS DE LA COMPAÑIA DE BOMBEROS VOLUNTARIOS Nº 57 DE QUILLABAMBA, PROVINCIA DE LA CONVENCION - CUSCO","S/. 2,830,852.00","S/. 3,285,816.42",29/09/2021 04:02:52 p.m.
2110696,"CONSTRUCCION DE PUENTE PEATONAL EN EL SECTOR DE AYUNAY ALTO, DISTRITO DE MARANURA - LA CONVENCION - CUSCO","S/. 129,776.29","S/. 129,703.07",
2111288,"MEJORAMIENTO DE LA PRESTACION DE SERVICIOS PUBLICOS MUNICIPALES  EN LA MUNICIPALIDAD DISTRITAL DE MARANURA, DISTRITO DE MARANURA - LA CONVENCION - CUSCO","S/. 3,493,722.00","S/. 5,065,032.91",
2111468,"CONSTRUCCION MERCADO DE ABASTOS DE COLQUEMARCA  DEL DISTRITO DE COLQUEMARCA, PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 2,329,288.00","S/. 4,430,993.32",
2111888,"CONSTRUCCION DE ESCALINATAS EN LA ASOCIACION DE VIVIENDA ALTO PERU, APV PARAISO Y APV VILLA LAS FLORES, DISTRITO DE SANTIAGO - CUSCO - CUSCO","S/. 166,361.76","S/. 180,016.82",
2111892,"PAVIMENTACION JR MIRAFLORES DE LA APV PRADERA, DISTRITO DE SANTIAGO - CUSCO - CUSCO","S/. 120,043.09","S/. 131,780.80",
2111930,CONSTRUCCION DE COMPLEJO ECOLOGICO TEMATICO DE PILCOPATA,"S/. 1,626,327.00","S/. 2,775,369.01",28/09/2021 03:32:40 p.m.
2111931,CONSTRUCCIÒN Y MEJORAMIENTO CICLOVÍA PISAQ - TARAY-LAMAY – URUBAMBA - OLLANTAYTAMBO,"S/. 1,675,070.00","S/. 2,073,783.21",28/09/2021 03:37:52 p.m.
2112013,"MEJORAMIENTO DE LA PRODUCCION Y CONSERVACION DE LA VICUÑA EN LAS COMUNIDADES DE LOS DISTRITOS DE SANTO TOMAS, COLQUEMARCA, CAPACMARCA Y LLUSCO EN LA PROVINCIA DE CHUMBIVILCAS, CUSCO","S/. 4,513,647.00","S/. 4,939,494.00",29/09/2021 06:15:33 p.m.
2113360,"CONSTRUCCION DE MURO DE CONTENCION EN LA AV. LIBERTAD Y TUPAC AMARU DE LA COOPERATIVA DE VIVIENDA ZARZUELA ALTA, DISTRITO DE SANTIAGO - CUSCO - CUSCO","S/. 175,819.19","S/. 653,141.28",30/06/2020 11:35:54 a.m.
2113743,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA I.E. 51022 DIEGO QUISPE TITO, DISTRITO DE SAN SEBASTIAN - CUSCO - CUSCO","S/. 4,358,795.00","S/. 5,401,697.81",
2113761,MEJORAMIENTO DE LA OFERTA DE LOS SERVICIOS DE  SALUD EN EL  CENTRO DE SALUD DE ACCHA - RED DE SERVICIOS DE SALUD CUSCO SUR - DIRESA CUSCO,"S/. 4,213,504.00","S/. 5,461,231.91",09/02/2022 02:39:31 p.m.
2115020,"INSTALACION DE SISTEMA DE AGUA POTABLE Y LETRINAS EN EL SECTOR DE COLLPANI CHICO ALTO, DISTRITO DE MARANURA - LA CONVENCION - CUSCO","S/. 285,158.38","S/. 311,599.31",
2115534,"MEJORAMIENTO DEL SISTEMA DE RIEGO EN LOS SECTORES MANDOR BAJO Y ROSASPATA-BALSAPAMPA, DISTRITO DE MARANURA - LA CONVENCION - CUSCO","S/. 704,249.21",S/. 0.00,
2115822,"RECONSTRUCCIÓN Y MEJORAMIENTO DE LA INFRAESTRUCTURA DE LA I.E.I. N 454 VILLA SAN BLAS, DISTRITO CUSCO, PROVINCIA Y REGIÓN CUSCO","S/. 1,285,657.00","S/. 1,522,844.22",
2115924,"CONSTRUCCION DE LA INFRAESTRUCTURA EDUCATIVA DEL NIVEL SECUNDARIO DE LA I.E. AGROPECUARIA Nº 28 CALCA, DEL DISTRITO DE CALCA PROVINCIA DE CALCA","S/. 12,700,534.00","S/. 17,073,189.74",16/02/2022 12:53:39 p.m.
2116112,GESTION DEL PROGRAMA Y OTROS - MEJORAMIENTO DE SISTEMAS PRODUCTIVOS SOSTENIBLES BAJO RIEGO TECNIFICADO EN ZONAS ALTOANDINAS E INTERANDINAS DE LA REGION DEL CUSCO,"S/. 29,476,322.00","S/. 4,775,682.13",10/09/2019 11:11:15 a.m.
2116238,"CONSTRUCCION DE DEFENSA RIBEREÑA DEL RIO HATUNMAYO EN EL SECTOR DE IZCUCHACA, DISTRITO DE ANTA, PROVINCIA DE ANTA - CUSCO","S/. 4,124,748.00","S/. 7,143,694.70",04/07/2019 11:09:10 a.m.
2116930,"CONSTRUCCION DEL MERCADO MODELO DE PALLPATA DEL, DISTRITO DE PALLPATA - ESPINAR - CUSCO","S/. 4,449,907.00","S/. 6,752,049.87",01/10/2021 01:34:21 p.m.
2117198,"CONSTRUCCION DE PISTA Y VEREDAS EN LA PROLONGACION MELGAR Y JR. MARCAPATA DEL DISTRITO DE SICUANI , PROVINCIA DE CANCHIS - CUSCO","S/. 266,739.15","S/. 703,064.60",
2117268,"MEJORAMIENTO DE LA ATENCIÓN INTEGRAL DE LA SALUD EN EL PRIMER NIVEL DE ATENCIÓN A LA POBLACIÓN DEL P.S. ECHARATE CONCEPCIÓN, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 3,234,570.00","S/. 5,892,938.11",30/09/2021 12:43:29 p.m.
2118273,"AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DEL NIVEL PRIMARIO E INICIAL DE LA INSTITUCION EDUCATIVA 50780 SOL RADIANTE EN EL PPJJ TIOBAMBA, DISTRITO DE SANTIAGO - CUSCO - CUSCO","S/. 747,592.64","S/. 1,187,484.72",17/09/2019 11:26:02 a.m.
2120482,"CONSTRUCCION DE MURO DE CONTENCION EN LA AV. TEODOSIO SERRUDO DE LA APV ABELARDO UGARTE, DISTRITO DE SANTIAGO - CUSCO - CUSCO","S/. 422,093.11","S/. 565,059.65",
2122327,"CONSTRUCCION DEL CENTRO DE SALUD, MARGEN DERECHA TIPO I-IV, RED DE SERVICIOS DE SALUD CUSCO SUR ,MICRORED SAN SEBASTIAN, DISTRITO DE SAN SEBASTIAN - CUSCO - CUSCO","S/. 5,070,180.00","S/. 12,540,928.11",15/02/2022 03:58:37 p.m.
2122465,"CONSTRUCCION DEL ESTADIO I.E. SANTA ROSA DE  QUELLOUNO, DISTRITO DE QUELLOUNO - LA CONVENCION - CUSCO","S/. 3,015,447.00","S/. 10,320,628.13",20/12/2021 11:44:52 a.m.
2122978,"CONSTRUCCION DEL SISTEMA DE AGUA POTABLE E INSTALACION DE LETRINAS EN LA COMUNIDAD DE TOTORA DEL, DISTRITO DE VILCABAMBA - LA CONVENCION - CUSCO","S/. 588,617.00","S/. 707,601.60",
2123144,"CONSTRUCCION DEL SISTEMA DE IRRIGACION DE LA MICROCUENCA APUTINYA, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 5,784,531.00","S/. 9,341,545.25",27/03/2018 04:21:47 p.m.
2123712,"CONSTRUCCION PUENTE CARROZABLE MOLLEBAMBA, DISTRITO DE URCOS, PROVINCIA DE QUISPICANCHI - CUSCO","S/. 2,350,419.00","S/. 3,272,384.37",
2123720,"CONSTRUCCION PUENTE CARROZABLE TABLAHUASI SOBRE EL RIO OCOBAMBA, DISTRITO DE OCOBAMBA - LA CONVENCION - CUSCO","S/. 2,948,656.00","S/. 3,766,212.99",16/02/2022 03:29:29 p.m.
2123843,"CONSTRUCCION SISTEMA DE RIEGO POR ASPERSIÓN EN LA COMUNIDAD DE CHUMO, DISTRITO DE SICUANI,, PROVINCIA DE CANCHIS - CUSCO","S/. 905,663.00","S/. 1,254,349.17",
2124082,"CONSTRUCCION Y MEJORAMIENTO DE LA OFERTA DE SERVICIOS EDUCATIVOS DE LA IE. PRIMARIA 50546 DE LA COMUNIDAD DE MALLMA, DISTRITO DE OCONGATE - QUISPICANCHI - CUSCO","S/. 473,333.00","S/. 555,914.47",
2124112,"CONSTRUCCION Y MEJORAMIENTO DEL CAMINO VECINAL CHOCCO-COYLLORPUJIO-LLAULLICASA, DISTRITO DE SANTIAGO - CUSCO - CUSCO","S/. 1,587,884.00","S/. 4,133,028.38",12/10/2021 10:47:18 a.m.
2125449,"INSTALACION Y EQUIPAMIENTO DEL CENTRO DE SALUD DEL CENTRO POBLADO DE CCATCA, DISTRITO DE CCATCA - QUISPICANCHI - CUSCO","S/. 723,377.51","S/. 816,290.54",12/12/2017 11:53:54 a.m.
2125646,"MEJORAMIENTO DE CAMINOS DE HERRADURA EN EL SECTOR DE COLLPA PAMPA DE LA COMUNIDAD DE HANCOHOCCA DEL DISTRITO DE MARANGANI,, PROVINCIA DE CANCHIS - CUSCO","S/. 163,253.81",S/. 0.00,
2125853,"MEJORAMIENTO DE LA CALLE DANIEL ESTRADA PEREZ Y CALLE UNION AAHH CESAR VALLEJO, DISTRITO DE SAN SEBASTIAN - CUSCO - CUSCO","S/. 1,505,555.00","S/. 1,670,722.80",
2125882,"MEJORAMIENTO DE LA CALLE PRINCIPAL ENTRE LAS APV CAMINO INCA, CAMPO VERDE BUENOS AIRES Y MIRADOR SALKANTAY DE LA ZONA NOR OCCIDENTAL DE LA CIUDAD DEL CUSCO, PROVINCIA DE CUSCO - CUSCO","S/. 595,553.00",S/. 0.00,
2126403,"MEJORAMIENTO DE LA PRESTACIÓN DE SERVICIOS DE SALUD DEL C.S. PITUMARCA MICRO RED COMBAPATA,  RED CANAS CANCHIS ESPINAR - DIRESA CUSCO, PROVINCIA DE CANCHIS - CUSCO","S/. 6,996,207.00","S/. 4,960,651.47",09/03/2017 02:41:14 p.m.
2126499,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR - PEATONAL Y ACONDICIONAMIENTO URBANO  EN LA AV. ARGENTINA - CIRCUNVALACION - SACSAYHUAMAN, DISTRITO DE CUSCO, PROVINCIA DE CUSCO - CUSCO","S/. 9,874,276.00","S/. 8,812,464.92",29/09/2021 06:18:28 p.m.
2126500,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR - PEATONAL Y ACONDICIONAMIENTO URBANO EN LA VIA PRINCIPAL PUQUIN - ARCO TICA TICA DE LA CIUDAD DEL CUSCO, PROVINCIA DE CUSCO - CUSCO","S/. 9,921,211.00","S/. 42,163,467.21",02/09/2021 12:49:49 p.m.
2127836,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE DESAGUE EN LAS URBANIZACIONES DE HARIN, HUARAN Y SILLACANCHA DISTRITO DE CALCA, PROVINCIA DE CALCA - CUSCO","S/. 2,975,323.00","S/. 3,845,430.00",
2128859,"MEJORAMIENTO, AMPLIACION SISTEMA DE RIEGO SECTOR CACHIRA SACSAYHUAMAN, DISTRITO DE CCATCA - QUISPICANCHI - CUSCO","S/. 973,858.13","S/. 1,030,346.03",30/12/2019 01:14:23 p.m.
2129823,"FORTALECIMIENTO DE LAS CAPACIDADES PARA LA PRODUCCION DE PECES EN OCOBAMBA, DISTRITO DE OCOBAMBA - LA CONVENCION - CUSCO","S/. 3,938,896.00","S/. 6,327,833.88",21/01/2022 10:42:42 a.m.
2129843,INSTALACION DEL SISTEMA ELECTRICO EN EL  DISTRITO DE KOSÑIPATA DE LA PROVINCIA DE PAUCARTAMBO.,"S/. 5,594,744.00","S/. 11,892,052.29",27/01/2022 04:23:53 p.m.
2130453,"MEJORAMIENTO Y AMPLIACION DE SANEAMIENTO BASICO EN LA C.C. CCATCAPAMPA Y SECTOR QUELLACPAMPA DE LA C.C. CCOPI DEL DISTRITO DE CCATCA, PROVINCIA DE QUISPICANCHI - CUSCO","S/. 952,058.43","S/. 1,408,507.88",
2131048,"CONSTRUCCION DEL CAMINO VECINAL A NIVEL AFIRMADO, CANCAHUANI - SAYHUA DEL DISTRITO DE CCAPACMARCA, PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 1,861,625.00","S/. 4,309,729.82",12/11/2018 10:54:43 a.m.
2132053,FORTALECIMIENTO DE LA FORMACION PROFESIONAL DE LA FACULTAD DE CIENCIAS DEL DESARROLLO FILIAL ANDAHUAYLAS - UNSAAC,"S/. 5,271,759.00","S/. 15,308,237.28",22/09/2021 11:42:44 a.m.
2132055,CONSTRUCCION DE INFRAESTRUCTURA FISICA E IMPLEMENTACION DEL HERBARIO VARGAS CUZ FACULTAD DE CIENCIAS BIOLOGICAS,"S/. 4,045,092.00","S/. 8,501,344.57",16/02/2022 09:53:40 a.m.
2132611,FORTALECIMIENTO DE LA ENSEÑANZA E INVESTIGACION EN LA FACULTAD DE CIENCIAS SOCIALES - UNSAAC,"S/. 35,916,734.00","S/. 51,452,907.57",21/09/2021 10:02:05 a.m.
2132612,FORTALECIMIENTO DE LA FORMACION PROFESIONAL EN LA FACULTAD DE CIENCIAS FORESTALES Y MEDIO AMBIENTE FILIAL PUERTO MALDONADO-UNSAAC,"S/. 4,261,584.00","S/. 15,700,591.19",22/09/2021 07:46:40 a.m.
2132700,"MEJORAMIENTO DEL MEDIO AMBIENTE MEDIANTE LA FORESTACION Y REFORESTACION DE LA SUB CUENCA DEL RIO CHUYAPI, DISTRITO DE SANTA ANA, PROVINCIA DE LA CONVENCION - CUSCO","S/. 2,264,771.00","S/. 4,852,991.67",
2133033,"MEJORAMIENTO DE LA TRANSITABILIDAD PEATONAL Y EQUIPAMIENTO URBANO  DE LA VÍA PRINCIPAL ENTRE LAS URB. AMADEO REPETO, BANCOPATA, EL OVALO, COVECRIF Y  BANCO DE LA NACIÓN DE LOS DISTRITOS DE WANCHAQ Y SANTIAGO , PROVINCIA DE CUSCO - CUSCO","S/. 2,000,907.00",S/. 0.00,
2133302,"CONSTRUCCION DE LA CASA REFUGIO TEMPORAL EN EL DISTRITO DE SANTO TOMAS, PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 1,260,036.00","S/. 3,969,493.76",01/04/2019 03:28:13 p.m.
2133305,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA I.E. INTEGRADA N 56318 ESQUINA   DEL DISTRITO DE SANTO TOMAS , PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 2,753,585.00","S/. 4,792,124.70",30/09/2021 03:18:15 p.m.
2133344,"MEJORAMIENTO  DE LA TRANSITABILIDAD VEHICULAR   EN LA PROLONGACION  AV. LA CULTURA ENTRE EL CONDOR APUCHIN Y LA AV. TOMAS TUYRUTUPAC DEL DISTRITO DE SAN SEBASTIAN, PROVINCIA DE CUSCO - CUSCO","S/. 4,423,992.00","S/. 5,578,074.26",
2133471,"CONSTRUCCION DE CAMPO DEPORTIVO Y CERCO PERIMETRICO (ENMALLADO) EN EL SECTOR DE PUTUCUSI, DISTRITO DE QUELLOUNO - LA CONVENCION - CUSCO","S/. 565,509.00","S/. 2,192,529.90",21/09/2021 12:17:10 p.m.
2133730,"RESTAURACION Y PUESTA EN VALOR DEL SECTOR PAQCHAYOQ SUB SECTOR SUR OESTE (A, B, C Y D) DEL PARQUE ARQUEOLOGICO DE CHOQUEQUIRAO","S/. 5,316,696.00","S/. 5,766,612.80",10/10/2018 03:56:24 p.m.
2133733,RESTAURACIÓN Y PUESTA EN VALOR DEL MONUMENTO PREHISPÁNICO ZONA ARQUEOLÓGICA DE QOTAKALLI,"S/. 5,902,580.00","S/. 13,285,545.33",30/09/2021 12:53:47 p.m.
2133734,"RESTAURACION Y PUESTA EN VALOR DEL MONUMENTO PRE HISPANICO PARQUE ARQUEOLOGICO DE TIPON, SECTOR PUKARA ALTO","S/. 5,489,411.00","S/. 8,309,545.37",27/09/2018 02:27:08 p.m.
2133735,RECUPERACION Y PUESTA EN VALOR DEL CAMINO RITUAL INKA TRAMO: QORIKANCHA - WANAKAURI,"S/. 5,296,794.00","S/. 12,109,217.60",07/09/2021 09:11:59 p.m.
2134116,"ADECUAMIENTO AL CAMBIO CLIMATICO: COSECHA DE AGUA EN MICROCUENCAS LACUSTRES DE PHAUSIHUAYCCO, HUILLCAMAYO, KENQONAY, QUEHUAYLLO, HUANCALLO Y RAJACHAC EN LA CUENCA MEDIA DEL RIO APURIMAC","S/. 5,968,403.00","S/. 26,696,651.48",16/02/2022 09:40:47 a.m.
2134117,ADAPTACION AL CAMBIO CLIMATICO - MANEJO Y GESTION DE PRADERAS NATURALES EN LA CUENCA ALTA DEL RIO APURIMAC,"S/. 42,587,586.00","S/. 52,594,529.49",31/12/2021 01:51:44 p.m.
2134390,"MEJORAMIENTO DE LA SALUD DEL NIÑO MENOR DE 2 AÑOS PARA LA DISMINUCION DE LA DESNUTRICION INFANTIL EN LAS COMUNIDADES DE LA, PROVINCIA DE ESPINAR - CUSCO","S/. 3,697,659.00","S/. 4,551,097.40",02/07/2019 07:51:20 p.m.
2135864,"AMPLIACION DEL SISTEMA DE ELECTRIFICACION RURAL EN LOS SECTORES DE MANDOR ALTO, MANDOR MEDIO, MANDOR BAJO Y MESARUMIYOC, DISTRITO DE MARANURA - LA CONVENCION - CUSCO","S/. 477,407.18","S/. 702,535.00",
2136011,"MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL ESTABLECIMIENTO DE SALUD DEL CENTRO POBLADO DE  NATIVIDAD, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 2,919,911.00","S/. 5,169,220.28",20/09/2018 10:06:55 a.m.
2136176,"CONSTRUCCION , AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE ELECTRIFICACION RURAL EN LOS SECTORES DE SANTOATO, ALTO SANTOATO, SANTA TERESITA Y ALTO PROGRESO, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 1,168,658.00","S/. 1,636,048.90",
2139052,"CONSTRUCCION DEL SISTEMA DE RIEGO POR ASPERSION EN LA C.C. DE ARABITO, DISTRITO DE HUANOQUITE - PARURO - CUSCO","S/. 1,325,774.00","S/. 2,119,260.20",16/12/2021 02:54:33 p.m.
2139108,"CONSTRUCCION DEL SISTEMA ELECTRICO DE LAS COMUNIDADES RURALES DE CASA BLANCA, CCOLLANA, TUNTUMA Y ALCCAVICTORIA DEL DISTRITO DE VELILLE, PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 2,938,959.00","S/. 5,688,854.40",27/02/2020 09:02:53 a.m.
2139111,"CONSTRUCCION DEL SISTEMA ELECTRICO DE LAS LOCALIDADES RURALES (TASTAYOCPAMPA, CENTRO, CHOCCOYO, HUINCHO, JAPO, PFICHACCANI, CHAQUEÑA, CRUSSAYHUA Y HUAMARERO) DEL DISTRITO DE COLQUEMARCA., PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 1,463,046.00","S/. 4,469,311.89",26/01/2022 12:51:53 p.m.
2139422,"CONSTRUCCION SISTEMA DE RIEGO DE LA C.C. CONDES COLLANA DISTRITO DE SANTO TOMAS, PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 1,788,708.00","S/. 1,283,461.67",09/03/2020 09:59:31 a.m.
2139601,"CONSTRUCCION Y MEJORAMIENTO DE LA TROCHA CARROZABLE ANEXO JAQUIRA CUNCA DE LA C.C. CHICNAYHUA - ANEXOS PUNA VAQUERIA, CUTY PALOMANI DE LA C.C. HAMPATURA. DISTRITO DE YANAOCA, PROVINCIA DE CANAS - CUSCO","S/. 1,766,027.00","S/. 3,498,666.54",28/12/2021 02:58:56 p.m.
2139735,"FORTALECIMIENTO DE CAPACIDADES EN GESTION COMUNITARIA DE CHIRUMPIARI, DISTRITO DE KIMBIRI - LA CONVENCION - CUSCO","S/. 203,030.64","S/. 179,905.25",20/04/2018 05:01:05 p.m.
2139762,"MEJORAMIENTO Y DESARROLLO DE CAPACIDADES COMPETITIVAS PARA EL INCREMENTO DE LA PRODUCCION DE  LOS SUBPRODUCTOS DE CITRICOS Y PAPAYAS Y DEL SISTEMA ORGANIZACIONAL EN LA ZONAL ECHARATI, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 1,546,941.00","S/. 2,229,039.27",13/11/2018 08:49:09 a.m.
2139783,"FORTALECIMIENTO DE CAPACIDADES OPERATIVAS CON EQUIPAMIENTO EN EL CENTRO RURAL DE FORMACION DE ALTERNANCIA CHAHUARES, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 4,281,251.00","S/. 4,362,601.68",16/02/2022 06:34:01 p.m.
2140470,"INSTALACION DEL SISTEMA DE ALCANTARILLADO EN LA COMUNIDAD CAMPESINA SANTA BARBARA DISTRITO DE SAN PABLO, PROVINCIA DE CANCHIS - CUSCO","S/. 590,642.00","S/. 706,598.51",04/02/2022 04:35:53 p.m.
2140488,"INSTALACION DEL SISTEMA DE ANTENAS PARABOLICAS EN LAS LOCALIDADES YAVINA,ALLHUACCHULLO Y ESQUINA DEL DISTRITO DE SANTO TOMAS, PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 463,383.00","S/. 530,917.67",05/09/2019 10:59:25 a.m.
2141270,"MEJORAMIENTO DE LA OFERTA DE SERVICIOS EDUCATIVOS DE LA I.E JORGE BASADRE  DEL CENTRO POBLADO DE COMPONE, DISTRITO DE ANTA, PROVINCIA DE ANTA - CUSCO","S/. 1,438,241.00","S/. 2,233,841.58",07/10/2020 09:16:42 a.m.
2141272,"MEJORAMIENTO DE LA OFERTA DE SERVICIOS EDUCATIVOS DE LA I.E. N 50941 DE NIVEL PRIMARIO DEL PP.JJ. CONSTRUCCION CIVIL, DISTRITO DE SANTIAGO - CUSCO - CUSCO","S/. 1,512,313.00","S/. 3,521,360.82",28/09/2021 11:01:18 a.m.
2141278,"MEJORAMIENTO DE LA OFERTA DE SERVICIOS EDUCATIVOS EN LA I.E. PUBLICA  JOSE MARIA GARCIA GARCIA DE UMUTO DEL CENTRO POBLADO DE UMUTO, DISTRITO DE URCOS, PROVINCIA DE QUISPICANCHI - CUSCO","S/. 245,996.08","S/. 343,819.23",
2141336,"MEJORAMIENTO DE LA PRESTACION DE SERVICIOS DE SALUD EN EL PUESTO DE SALUD DE HUILLCAPAMPA, DISTRITO DE QUELLOUNO - LA CONVENCION - CUSCO","S/. 1,492,497.00","S/. 5,493,476.74",21/09/2021 10:50:51 a.m.
2141343,"MEJORAMIENTO DE LA PRESTACIÓN DE SERVICIOS EDUCATIVOS EN LA I.E. SECUNDARIA  DE MENORES AGROPECUARIO HUARCACHAPI COMUNIDAD CAMPESINA DE HUARCACHAPI,  DISTRITO DE KUNTURKANKI, , PROVINCIA DE CANAS - CUSCO","S/. 1,546,884.00","S/. 3,216,219.12",16/02/2022 04:54:26 p.m.
2141417,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL EN CALLES Y AVENIDAS DE LA I ETAPA DEL CC.PP. DE SANTA MARIA LA NUEVA, DISTRITO DE MARANURA - LA CONVENCION - CUSCO","S/. 2,104,419.00","S/. 4,631,120.52",26/09/2019 02:41:17 p.m.
2141418,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL EN CALLES Y AVENIDAS DE LA II ETAPA DEL CC.PP. DE SANTA MARIA LA NUEVA, DISTRITO DE MARANURA - LA CONVENCION - CUSCO","S/. 1,929,443.00","S/. 4,011,699.30",16/01/2021 06:27:52 p.m.
2141851,"MEJORAMIENTO DE VIAS EN LAS CALLES 1 Y 12 DE LA APV PARAISO DE FATIMA, DISTRITO DE SAN SEBASTIAN - CUSCO - CUSCO","S/. 1,781,915.00","S/. 2,124,550.73",
2142140,"MEJORAMIENTO DEL LOGRO DE APRENDIZAJE DE LOS ALUMNOS DE SECUNDARIA DE I.E. MICAELA BASTIDAS DE HUACATINCO, DISTRITO DE OCONGATE - QUISPICANCHI - CUSCO","S/. 985,676.00","S/. 1,930,469.64",
2142497,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y SISTEMA DE ALCANTARILLADO EN LA CIUDAD DE COYA , DISTRITO DE COYA, PROVINCIA DE CALCA - CUSCO","S/. 5,333,605.00","S/. 6,271,291.74",
2142562,"MEJORAMIENTO DEL SISTEMA DE RIEGO EN UCHU - TINTA, DISTRITO TINTA, PROVINCIA DE CANCHIS - CUSCO","S/. 5,721,733.00","S/. 9,058,647.82",15/06/2021 08:53:09 a.m.
2142597,"MEJORAMIENTO DEL SISTEMA DE SANEAMIENTO BASICO INTEGRAL EN LA C.C. DE QUEÑAPARO, DISTRITO DE HUANOQUITE - PARURO - CUSCO","S/. 191,211.64","S/. 760,321.25",01/10/2021 03:54:46 p.m.
2143408,"REHABILITACION DEL TRAMO VECINAL CCOLLOCCATA-CONDORSENCA Y TAÑIHUA EN LOS DISTRITOS DE SICUANI Y MARANGANI, PROVINCIA DE CANCHIS - CUSCO","S/. 1,719,821.00","S/. 2,381,464.87",
2143582,"“MEJORAMIENTO DEL TRANSPORTE ASISTIDO  DE PACIENTES EN SITUACION DE EMERGENCIA EN EL AREA DE INFLUENCIA DEL PS INCAHUASI, DISTRITO  DE VILCABAMBA, PROVINCIA DE LA CONVENCION, DEPARTAMENTO DEL CUSCO”","S/. 254,055.00","S/. 504,458.67",27/01/2022 03:15:05 p.m.
2143590,"“MEJORAMIENTO DEL TRANSPORTE ASISTIDO  DE PACIENTES EN SITUACION DE EMERGENCIA EN EL AREA DE INFLUENCIA DEL CS CALCA, DISTRITO  Y PROVINCIA DE CALCA, DEPARTAMENTO DEL CUSCO”","S/. 256,542.00","S/. 381,834.36",24/01/2020 01:07:34 p.m.
