region,cui,nombre_pip,funcion,division_funcional,grupo_funcional,sector_responsable,brechas,opmi,uf,uei,uep,gps,departamento,provincia,distrito,centro_poblado
piura,2301317,"AMPLIACION, MEJORAMIENTO DEL SERVICIO DE EDUCACION SECUNDARIA DE LA INSTITUCION EDUCATIVA ALMIRANTE GRAU DE LA CIUDAD DE MORROPON, DISTRITO DE MORROPON - MORROPON - PIURA",EDUCACI‡N,EDUCACI‡N BµSICA,EDUCACI‡N SECUNDARIA,EDUCACION,"SERVICIO DE EDUCACI‡N SECUNDARIA
                                
                                
                                    PORCENTAJE DE UNIDADES PRODUCTORAS CON EL SERVICIO DE EDUCACI‡N SECUNDARIA CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    LOCAL EDUCATIVO
                                
                                
                                    DISTRITAL
                                
                                
                                    15",OPMI DE LA MUNICIPALIDAD DISTRITAL DE MORROPON,UF DE LA MUNICIPALIDAD DISTRITAL DE MORROPON (UFEYPMDM - GINO OMAR TALLEDO SILVA),UEI DE LA MUNICIPALIDAD DISTRITAL DE MORROPON - (UEIMDM2019. - JENNY IVONNE ZEGARRA CORDOVA),301560 - MUNICIPALIDAD DISTRITAL DE MORROPON,0,0,0,0,0
piura,2301577,"AMPLIACION, MEJORAMIENTO DEL SERVICIO DEPORTIVO EN EL CENTRO POBLADO DE BELLAVISTA, DISTRITO DE LAS LOMAS - PIURA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE LAS LOMAS,UNIDAD FORMULADORA ( -  ),- ( - ),-,0,0,0,0,0
piura,2301650,"CREACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO RURAL EN EL PREDIO PACAY ALTO Y BAJO, DISTRITO DE AYABACA, PROVINCIA DE AYABACA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE AYABACA - PIURA,SUB GERENCIA DE ESTUDIOS Y PROYECTOS (SGEP) ( -  ),- ( - ),-,0,0,0,0,0
piura,2312569,"MEJORAMIENTO DE LA CAPACIDAD DE  ATENCION NEONATAL DEL CENTRO DE SALUD I-4 PACHITEA, DISTRITO, PROVINCIA Y DEPARTAMENTO DE PIURA",SALUD,SALUD INDIVIDUAL,ATENCI‡N MêDICA BµSICA,SALUD,"SERVICIO DE ATENCI‡N DE SALUD BµSICOS
                                
                                
                                    PORCENTAJE DE ESTABLECIMIENTOS DE SALUD DEL PRIMER NIVEL DE ATENCI‡N CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    ESTABLECIMIENTO DE SALUD
                                
                                
                                    DISTRITAL
                                
                                
                                    1",OPMI DEL GOBIERNO REGIONAL PIURA,REGION PIURA-DIRECCION DE SALUD ( -  ),- ( - ),-,0,0,0,0,0
piura,2312575,"MEJORAMIENTO DE LA CAPACIDAD DE  ATENCION NEONATAL DEL CENTRO DE SALUD I-3 MICAELA BASTIDAS, DISTRITO 26 DE OCTUBRE, PROVINCIA DE PIURA Y DEPARTAMENTO DE PIURA",SALUD,SALUD INDIVIDUAL,ATENCI‡N MêDICA BµSICA,SALUD,"SERVICIO DE ATENCI‡N DE SALUD BµSICOS
                                
                                
                                    PORCENTAJE DE ESTABLECIMIENTOS DE SALUD DEL PRIMER NIVEL DE ATENCI‡N CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    ESTABLECIMIENTO DE SALUD
                                
                                
                                    DISTRITAL
                                
                                
                                    1",OPMI DEL GOBIERNO REGIONAL PIURA,REGION PIURA-DIRECCION DE SALUD ( -  ),- ( - ),-,0,0,0,0,0
piura,2312832,MEJORAMIENTO Y AMPLIACI‡N DEL SISTEMA INTEGRAL DE INFORMACI‡N REGIONAL - PIURA,"PLANEAMIENTO, GESTI‡N Y RESERVA DE CONTINGENCIA",GESTI‡N,SOPORTE TECNOL‡GICO,PRESIDENCIA DEL CONSEJO DE MINISTROS,"SERVICIOS DE INFORMACI‡N 
                                
                                
                                    PORCENTAJE DE SISTEMAS DE INFORMACI‡N QUE NO FUNCIONAN ADECUADAMENTE
                                
                                
                                    SISTEMA DE INFORMACI‡N
                                
                                
                                    DEPARTAMENTAL
                                
                                
                                    1",OPMI DEL GOBIERNO REGIONAL PIURA,REGION PIURA-SEDE CENTRAL (UFGRPI004 - JORGE LUIS CASTILLO OJEDA),- ( - ),-,0,0,0,0,0
piura,2317213,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA INSTITUCION EDUCATIVA N 14584 DEL CASERIO LOMA GRANDE, DISTRITO DE HUARMACA - HUANCABAMBA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE HUARMACA,SUBGERENCIA DE ESTUDIOS DE PROYECTOS DE INVERSION Y EXPEDIENTES TECNICOS ( -  ),- ( - ),-,0,0,0,0,0
piura,2321065,"MEJORAMIENTO DE LOS SERVICIOS DE SALUD EN EL ESTABLECIMIENTO DE SALUD MµNCORA, DISTRITO DE MµNCORA, PROVINCIA DE TALARA, DEPARTAMENTO DE PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                CENTRO DE SALUD
                                            
                                            
                                                ESTE COMPONENTE COMPRENDE:CONSULTA EXTERNA,  ATENCION DE URGENCIAS Y EMERGENCIAS, ACTIVIDAD  INTERNAMIENTO , ACTIVIDAD ATENCI‡N DE  LA GESTANTE EN PER÷ODO DE  PARTO, CTIVIDAD DESINFECCI‡N Y ESTERILIZACI‡N, UPSS FARMACIA, CTIVIDAD ECOGRAF÷A Y RADIOLOG÷A, UPSS PATOLOGIA CLINICA, UPS ADMINISTRACION, VIGILANCIA EPIDEMIOLOGICA, UPS GESTION DE LA INFORMACION, UPS TRANSORTES, UPS CASA DE FUERZA,  UPS CADENA DE FRIO,  UPS CENTRAL DE GASES, UPS ALMACEN, UPS LAVANDERIA, UPS SALUD AMBIENTAL, VIGILANCIA, UP
                                            
                                            
                                                M2
                                            
                                        
                                        
                                            
                                                EQUIPAMIENTO
                                            
                                            
                                                CENTRO DE SALUD
                                            
                                            
                                                ESTE COMPONENTE COMPRENDE: EQUIPAMIENTO BIOMEDICO, EQUIPAMIENTO COMPLEMENTARIO, EQUIPAMIENTO ELECTROMECANICO, INSTRUMENTAL MEDICO, EQUIPAMIENTO INFORMATICO, EQUIPAMIENTO MOBILIARIO ADMINISTRATIVO, EQUIPAMIENTO MOBILIARIO CLINICO, VEHICULO (AMBULANCIAS);
                                            
                                            
                                                NÈMERO DE EQUIPAMIENTO
                                            
                                        
                                        
                                            
                                                INTANGIBLES
                                            
                                            
                                                CENTRO DE SALUD
                                            
                                            
                                                capacitacion
                                            
                                            
                                                HORAS DE CAPACITACI‡N
                                            
                                        
                                        
                                            
                                                INFRAESTRUCTURA
                                            
                                            
                                                CENTRO DE SALUD
                                            
                                            
                                                plan de mantenimiento
                                            
                                            
                                                M2
                                            
                                        
                                        
                                            
                                                INFRAESTRUCTURA
                                            
                                            
                                                CENTRO DE SALUD
                                            
                                            
                                                ejecucion de plan de contingencia
                                            
                                            
                                                M2
                                            
                                        
                                        
                                            
                                                INTANGIBLES
                                            
                                            
                                                CENTRO DE SALUD
                                            
                                            
                                                supervicion de plan de contingencia
                                            
                                            
                                                N¯ DE INFORMES",9855.10,1664,40,9855.10,0,0,0,0,0
piura,2323205,"AMPLIACION DEL SERVICIO DE AGUA DEL SISTEMA DE RIEGO DEL CANAL LETIRA GRANDE SECTOR BECARA, DISTRITO DE VICE - SECHURA - PIURA",AGROPECUARIA,RIEGO,INFRAESTRUCTURA DE RIEGO,AGRICULTURA Y RIEGO,"SERVICIO DE PROVISI‡N DE AGUA PARA RIEGO
                                
                                
                                    PORCENTAJE DE SISTEMAS DE RIEGO QUE OPERAN EN CONDICIONES INADECUADAS
                                
                                
                                    SISTEMA DE RIEGO
                                
                                
                                    DISTRITAL
                                
                                
                                    1",OPMI DE LA MUNICIPALIDAD DISTRITAL DE VICE,SUB GERENCIA DE FORMULACION DE PROYECTOS (UFMDVICE - EDWIN GIANCARLOS GONZALES ATOCHE),- ( - ),-,0,0,0,0,0
piura,2327843,"MEJORAMIENTO DE LA OFERTA DEL SERVICIO EDUCATIVO DE LA INSTITUCION EDUCATIVA INICIAL N 1373 EN EL A.H. OLLANTA HUMALA, EN EL DISTRITO DE PIURA, PROVINCIA DE PIURA - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                EQUIPAMIENTO DE AMBIENTES DE GESTION ADMINISTRATIVA Y PEDAGOGICA
                                            
                                            
                                                EL µREA ADMINISTRATIVA/SSHH DOCENTES, AULAS PEDAG‡GICAS: 02 AULA INCLUYE SSHH. SALA DE USOS MÈLTIPLES: 01 CON USO MIXTO COMO SALA DE PSICOMOTRICIDAD, ESPACIOS COMPLEMENTARIOS: COCINA, DESPENSA, PATIO, µREA DE JUEGOS. INSTALACIONES SANITARIAS (CISTERNA Y TANQUE ELEVADO) Y ELêCTRICAS. SISTEMA DE EVACUACI‡N PLUVIAL EN PISOS Y TECHOS COMO IMPLEMENTACI‡N COMPONENTE DE GEST‡N DE RIESGO. CERCO PERIMêTRICO
                                            
                                            
                                                M2
                                            
                                        
                                        
                                            
                                                EQUIPAMIENTO
                                            
                                            
                                                MOBILIARIO
                                            
                                            
                                                SE DOTARµ CON 148 UNIDADES DE EQUIPAMIENTO Y MOBILIARIO
                                            
                                            
                                                NÈMERO DE EQUIPAMIENTO
                                            
                                        
                                        
                                            
                                                INTANGIBLES
                                            
                                            
                                                AULA GENERAL
                                            
                                            
                                                PLAN DE CONTIGENCIA:LA IEI N 1373 IMPLEMENTARµ UN LOCAL PROVISIONAL EN UN µREA CONTIGUA AL NUEVO TERRENO DONDE SE CONSTRUIRµ LA INSTITUCI‡N EDUCATIVA, POR LO QUE SE ACONDICIONARµN AMBIENTES CON LA FINALIDAD QUE SE GARANTICE LA CONTINUIDAD EDUCATIVA MIENTRAS DURE LA EJECUCI‡N DE LA OBRA. 01 M‡DULO PREFABRICADO DE TRIPLAY(COCINA). 02 M‡DULOS PREFABRICADOS DE TRIPLAY(AULA 1 Y AULA 2). 02 SS. HH PORTµTIL(H-M). VEREDAS DE CIRCULACI‡N. CERCO PERIMêTRICO.*EL MOBILIARIO ACTUAL SE USARµ EN LA CONTINGENCI
                                            
                                            
                                                N¯ DE INFORMES",951.73,148,5,,0,0,0,0,0
piura,2328181,"MEJORAMIENTO DE LA CARRETERA VECINAL LANCONES - CENTRO POBLADO CABRERIA, DEL DISTRITO DE LANCONES, PROVINCIA DE SULLANA - PIURA",,,,,,,,,,0,0,0,0,0
piura,2331290,CREACION DEL SISTEMA DE INFORMACI‡N CATASTRAL URBANO LOS ORGANOS DEL DISTRITO DE LOS ORGANOS - PROVINCIA DE TALARA - DEPARTAMENTO DE PIURA,"PLANEAMIENTO, GESTI‡N Y RESERVA DE CONTINGENCIA",INFORMACI‡N PÈBLICA,INFORMACI‡N PÈBLICA,,"SERVICIO POR DEFINIR
                                
                                
                                    INDICADOR DE BRECHA POR DEFINIR
                                
                                
                                    UNIDAD DE MEDIDA POR DEFINIR
                                
                                
                                    DISTRITAL
                                
                                
                                    0",OPMI DE LA MUNICIPALIDAD DISTRITAL DE LOS ORGANOS,UF DE LA MUNICIPALIDAD DISTRITAL DE LOS ORGANOS (UFMDLO - PAUL CANALES RUMICHE),"UEI DE LA MUNICIPALIDAD DISTRITAL DE LOS ORGANOS - (UEIMDLO - PAUL STEWARD CANALES RUMICHE)
                                -  ( - )",-,-4.17837429 / -81.129710,PIURA,TALARA,LOS ORGANOS,LOS ORGANOS
piura,2331510,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL INICIAL Y PRIMARIO DE LA I.E. N 15342 DE LA LOCALIDAD PEDREGAL DE MATALACAS, DISTRITO DE PACAIPAMPA - AYABACA - PIURA",,,,,,,,,,0,0,0,0,0
piura,2334513,"CREACION DEL SERVICIO DEPORTIVO Y RECREATIVO EN EL CASERIO SAN CRISTOBAL, DISTRITO DE SAN MIGUEL DE EL FAIQUE - HUANCABAMBA - PIURA",CULTURA Y DEPORTE,DEPORTES,INFRAESTRUCTURA DEPORTIVA Y RECREATIVA,EDUCACION,"SERVICIO DE PRµCTICA DEPORTIVA Y/O RECREATIVA
                                
                                
                                    PORCENTAJE DE INSTALACIONES DEPORTIVAS Y /O RECREATIVAS EN CONDICIONES INADECUADAS
                                
                                
                                    INSTALACIONES DEPORTIVAS Y/O RECREATIVAS
                                
                                
                                    DISTRITAL
                                
                                
                                    1",OPMI DE LA MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE EL FAIQUE,UF DE LA MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE EL FAIQUE (UFMDFAQ004 - ALONSO MOISES TOCTO CALLE),UEI DE LA MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE EL FAIQUE - (UEIMDFAQ001 - JOSE FELIX LEONARDO CRUZ ARRIETA),301553 - MUN. DIS. DE SAN MIGUEL DE EL FAIQUE,0,0,0,0,0
piura,2335010,"MEJORAMIENTO DEL SERVICIO DE AGUA PARA RIEGO EN EL CANAL PARALELO TOMA15 DISTRITO DE EL TALLAN , PROVINCIA DE PIURA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE PIURA,GERENCIA TERRITORIAL Y TRANSPORTE ( -  ),- ( - ),-,0,0,0,0,0
piura,2336080,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR ENTRE LAS  LOCALIDADES DE AMBASAL EMP. PI-119 Y HUACHUMA, DISTRITO DE AYABACA , PROVINCIA DE AYABACA - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                VIAS VECINALES
                                            
                                            
                                                PAVIMENTO AFIRMADO
                                            
                                            
                                                KM
                                            
                                        
                                        
                                            
                                                INFRAESTRUCTURA
                                            
                                            
                                                ALCANTARILLA
                                            
                                            
                                                ALCANTARILLA
                                            
                                            
                                                NÈMERO DE ESTRUCTURAS F÷SICAS
                                            
                                        
                                        
                                            
                                                INFRAESTRUCTURA
                                            
                                            
                                                BADEN
                                            
                                            
                                                BADENES
                                            
                                            
                                                NÈMERO DE ESTRUCTURAS F÷SICAS
                                            
                                        
                                        
                                            
                                                INFRAESTRUCTURA
                                            
                                            
                                                CUNETA
                                            
                                            
                                                CUNETAS
                                            
                                            
                                                KM
                                            
                                        
                                        
                                            
                                                INFRAESTRUCTURA
                                            
                                            
                                                LETREROS ILUMINADOS DE SE•ALIZACI‡N VERTICAL
                                            
                                            
                                                SE•ALIZACI‡N INFORMATIVA, PREVENTIVA Y REGULADORAS; POR KM
                                            
                                            
                                                NÈMERO DE ESTRUCTURAS F÷SICAS
                                            
                                        
                                        
                                            
                                                INTANGIBLES
                                            
                                            
                                                ESTACION DE MONITOREO
                                            
                                            
                                                PLAN DE MANEJO AMBIENTAL: CAPACITACI‡N, SE•ALES AMBIENTALES, CONTROL Y ALMACENAMIENTO DE CONTAMINANTES
                                            
                                            
                                                N¯ DE DOCUMENTOS",18.59,47,5,18.59,0,0,0,0,0
piura,2336337,"MEJORAMIENTO DEL CAMINO VECINAL ENTRE LAS LOCALIDADES DE AYABACA Y CHILIN, PROVINCIA DE AYABACA - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                VIAS VECINALES
                                            
                                            
                                                caminos vecinal
                                            
                                            
                                                KM
                                            
                                        
                                        
                                            
                                                INFRAESTRUCTURA
                                            
                                            
                                                CUNETA
                                            
                                            
                                                cunetas
                                            
                                            
                                                M
                                            
                                        
                                        
                                            
                                                INFRAESTRUCTURA
                                            
                                            
                                                MURO DE CONTENCION
                                            
                                            
                                                muro de contenci¢n
                                            
                                            
                                                M
                                            
                                        
                                        
                                            
                                                INFRAESTRUCTURA
                                            
                                            
                                                ALCANTARILLA
                                            
                                            
                                                alcantarilla
                                            
                                            
                                                NÈMERO DE ESTRUCTURAS F÷SICAS
                                            
                                        
                                        
                                            
                                                INFRAESTRUCTURA
                                            
                                            
                                                LETREROS ILUMINADOS DE SE•ALIZACI‡N VERTICAL
                                            
                                            
                                                se§alizaci¢n
                                            
                                            
                                                KM
                                            
                                        
                                        
                                            
                                                INTANGIBLES
                                            
                                            
                                                ESTACION DE MONITOREO
                                            
                                            
                                                mitigaci¢n de impacto ambiental
                                            
                                            
                                                N¯ DE INFORMES",9.29,8870,55,37,0,0,0,0,0
piura,2337174,"MEJORAMIENTO DE LOS SERVICIOS DE EDUCACI‡N PRIMARIA EN LA I.E. N 15364 DEL CASER÷O FAICAL, DISTRITO DE SAN MIGUEL DE EL FAIQUE - HUANCABAMBA - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                AULA DE EDUCACION PRIMARIA
                                            
                                            
                                                INTERVENCION EN 03 AULAS NUEVAS, 1ER PISO - 01 AULA  DE 1¯ Y 2¯ PRIMARIA+ S.H NI•AS Y NI•OS, +:2DO PISO-02 AULAS DE 3¯ Y 4¯ Y 5¯Y 6¯ PRIMARIA, DORMITORIOS + COCINA-COMEDOR + LAVANDERIA+S.H + SALA ESTAR, (SUM)+ COCINA + DESPENSA, DIRECCION+ DEPOSITO+ SS.HH DOCENTE, BIBLIOTECA -(AIP), + CISTERNA+ CUARTO DE BOMBAS+ TANQUE ELEVADO Y PATIO DE FORMACION CON COBERTURA+ LOSA DEPORTIVA+SISTEMA DE EVAC. PLUVIAL+ VEREDAS+ CERCO PERIMETRICO+ PORTADA PRINCIPAL
                                            
                                            
                                                M2
                                            
                                        
                                        
                                            
                                                EQUIPAMIENTO
                                            
                                            
                                                EQUIPO DE AULA DE EDUCACION PRIMARIA
                                            
                                            
                                                MOBILIARIO Y EQUIPAMIENTO PARA NIVEL PRIMARIA Y AREA ADMINISTRATIVA (327 UNID)
                                            
                                            
                                                NÈMERO DE EQUIPAMIENTO
                                            
                                        
                                        
                                            
                                                INFRAESTRUCTURA
                                            
                                            
                                                AULA
                                            
                                            
                                                PLAN DE CONTINGENCIA CONSTRUCCION DE DOS MODULOS PREF. PARA AULAS+ UN MODULO CON 2 DORMITORIOS PARA DOCENTES+ 01 AMBIENTE ADMINISTRATIVO Y SS.HH EN UN AREA DE 309.91 M2 : 200 ML DE CERCO PERIMETRICO, SUM DE 01 CISTERNA  Y 01 TANQUE ELEVADO Y ENERGIA ELECTRICA, COBERTURA C/FIBRAFORTE, PUERTAS CONTRAPLACADAS, VENTANAS MADERA Y 309.91 M2 DE PISO PULIDO Y BRU•ADO
                                            
                                            
                                                M2",1788.20,327,309.91,,0,0,0,0,0
piura,2340447,MEJORAMIENTO DEL SERVICIO DE PROTECCI‡N DE LA POZA DE DISIPACI‡N DEL ALIVIADERO DE COMPUERTAS DE LA PRESA SULLANA - DISTRITO Y PROVINCIA DE SULLANA - DEPARTAMENTO DE PIURA,,,,,,,,,,0,0,0,0,0
piura,2340975,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN EL CENTRO POBLADO DE VILLA CHATITO, DISTRITO DE LA ARENA, PROVINCIA Y DEPARTAMENTO DE PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICI‡N SANITARIA DE EXCRETAS
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N RURAL SIN ACCESO AL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICI‡N SANITARIA DE EXCRETAS
                                
                                
                                    PERSONAS
                                
                                
                                    DEPARTAMENTAL
                                
                                
                                    2090
                                
                            
                            
                                
                                    SERVICIO DE AGUA POTABLE RURAL
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N RURAL SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÈBLICA O PILETA PÈBLICA
                                
                                
                                    PERSONAS
                                
                                
                                    DEPARTAMENTAL
                                
                                
                                    2090",OPMI DEL GOBIERNO REGIONAL PIURA,REGION PIURA-SEDE CENTRAL (GRPUFS - CARMEN LABAN GONZALES),UEI DE LA GOBIERNO REGIONAL PIURA - (UEIGRPI021 - WILMER VISE RUIZ),301534 - MUNICIPALIDAD DISTRITAL DE LA ARENA,0,0,0,0,0
piura,2343914,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LOS NIVELES INICIAL, PRIMARIO Y SECUNDARIO EN LA INSTITUCION EDUCATIVA NRO 15138 DE LA LOCALIDAD DE SANTA CRUZ DE VILCAS, DISTRITO DE PACAIPAMPA - AYABACA - PIURA",EDUCACI‡N,EDUCACI‡N BµSICA,EDUCACI‡N PRIMARIA,EDUCACION,"SERVICIO DE EDUCACION PRIMARIA
                                
                                
                                    PORCENTAJE DE UNIDADES PRODUCTORAS CON EL SERVICIO DE EDUCACI‡N PRIMARIA CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    LOCAL EDUCATIVO
                                
                                
                                    DISTRITAL
                                
                                
                                    1",OPMI DE LA MUNICIPALIDAD DISTRITAL DE PACAIPAMPA,DIVISION DE INFRAESTRUCTURA Y SERVICIOS  TECNICOS  (UFMDPCGM - MARIELISA CORDOVA GARCIA),- ( - ),-,0,0,0,0,0
piura,2343993,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DE SECUNDARIA DE LA INSTITUCI‡N EDUCATIVA MILITAR PEDRO RU÷Z GALLO, DEL DISTRITO DE CASTILLA, PROVINCIA DE PIURA - DEPARTAMENTO DE PIURA",EDUCACI‡N,EDUCACI‡N BµSICA,EDUCACI‡N SECUNDARIA,EDUCACION,"SERVICIO DE EDUCACI‡N SECUNDARIA
                                
                                
                                    PORCENTAJE DE UNIDADES PRODUCTORAS CON EL SERVICIO DE EDUCACI‡N SECUNDARIA CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    LOCAL EDUCATIVO
                                
                                
                                    DEPARTAMENTAL
                                
                                
                                    1",OPMI DEL GOBIERNO REGIONAL PIURA,REGION PIURA-SEDE CENTRAL (UFGRPI004 - JORGE LUIS CASTILLO OJEDA),- ( - ),-,0,0,0,0,0
piura,2344153,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE NIVEL INICIAL-PRIMARIO Y SECUNDARIO DE LA I.E. N 14538, LUIS ANTONIO PAREDES MACEDA DEL CASERIO EL LANCHE, DISTRITO DE SONDORILLO - HUANCABAMBA - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                AULA
                                            
                                            
                                                aulas inicial, primaria, secundaria
                                            
                                            
                                                NÈMERO DE ESTRUCTURAS F÷SICAS
                                            
                                        
                                        
                                            
                                                MOBILIARIO
                                            
                                            
                                                NINGUNO
                                            
                                            
                                                EQUIPAMIENTO y mobiliario
                                            
                                            
                                                KIT DE MOBILIARIO
                                            
                                        
                                        
                                            
                                                INTANGIBLES
                                            
                                            
                                                NINGUNO
                                            
                                            
                                                PROGRAMA DE CONTINGENCIA
                                            
                                            
                                                N¯ DE INFORMES",3,3,1,,0,0,0,0,0
