región,tipodeservicio,ndeinforme,entidad,títulodelinforme,evento,operativo,npersonasconpresuntarespons,tipoderesponsabilidad,fechaemisión,fechaconclusión,fechapublicación,informe,ficharesumen
ICA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,017-2019-2-5340,GOBIERNO REGIONAL ICA,"SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD AL GOBIERNO REGIONAL DE ICA - ADICIONAL DE OBRA: MEJORAMIENTO E INSTALACIÓN DEL SISTEMA DE AGUA POTABLE Y DESAGÜE DEL C.P. SAN JOSÉ, DISTRITO DE EL CARMEN-CHINCHA-ICA",,,2,CIVIL ADMINISTRATIVO ENTIDAD,13/11/2019,04/12/2019,28/11/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/11/2019CPO534000050_ADJUNTO.pdf 2019CPO534000050,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/11/2019CPO534000050.pdf
LAMBAYEQUE,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,024-2019-2-5343,GOBIERNO REGIONAL LAMBAYEQUE,PROCEDIMIENTO DE SELECCIÓN PARA CONTRATACIÓN DEL SERVICIO DE ALQUILER DE INMUEBLE PARA EL FUNCIONAMIENTO DEL ALMACÉN ESPECIALIZADO DE MEDICAMENTOS DE LA GERESA LAMBAYEQUE,,,2,PENAL,05/11/2019,05/11/2019,28/11/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/11/2019CPO534300073_ADJUNTO.pdf 2019CPO534300073,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/11/2019CPO534300073.pdf
MADRE DE DIOS,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,031-2019-2-5346,GOBIERNO REGIONAL MADRE DE DIOS,PRIMER PROCESO DE CONCURSO EXTERNO PARA CONTRATACIÓN DE PERSONAL POR LA MODALIDAD DE CONTRATO ADMINISTRATIVO DE SERVICIO - CAS DE LA DIRECCIÓN REGIONAL DE SALUD MADRE DE DIOS,,,4,ADMINISTRATIVO ENTIDAD,22/10/2019,24/10/2019,08/11/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/11/2019CPO534600079_ADJUNTO.pdf 2019CPO534600079,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/11/2019CPO534600079.pdf
PASCO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,044-2019-2-5348,GOBIERNO REGIONAL PASCO,"SERVICIO DE CONTROL ESPECÍFICO A LA EJECUCIÓN DE LA OBRA AMPLIACIÓN DE LA CAPACIDAD DE LOS SERVICIOS EDUCATIVOS DE LOS LABORATORIOS Y TALLERES DE PRÁCTICA DE LAS CARRERAS DE ENFERMERÍA TÉCNICA, TÉCNICA EN FARMACIA Y GUÍA OFICIAL DE TURISMO DEL INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PÚBLICO PASCO",,,3,PENAL ADMINISTRATIVO ENTIDAD,12/11/2019,12/11/2019,28/11/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/11/2019CPO534800072_ADJUNTO.pdf 2019CPO534800072,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/11/2019CPO534800072.pdf
UCAYALI,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,028-2019-2-5354,GOBIERNO REGIONAL UCAYALI,EJECUCIÓN DE LA OBRA: MEJORAMIENTO DE LA AUTOPISTA SÁNCHEZ CARRIÓN Y AV. YARINACOCHA - PROVINCIA DE CORONEL PORTILLO - REGIÓN UCAYALI,,,4,PENAL ADMINISTRATIVO ENTIDAD,23/10/2019,30/10/2019,22/11/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/11/2019CPO535400081_ADJUNTO.pdf 2019CPO535400081,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/11/2019CPO535400081.pdf
UCAYALI,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,029-2019-2-5354,GOBIERNO REGIONAL UCAYALI,"EJECUCIÓN DE LA OBRA: CONSTRUCCION DEL PUENTE HUIPOCA DISTRITO DE PADRE ABAD, PROVINCIA DE PADRE ABAD - REGIÓN UCAYALI",,,5,PENAL ADMINISTRATIVO ENTIDAD,30/10/2019,30/10/2019,22/11/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/11/2019CPO535400082_ADJUNTO.pdf 2019CPO535400082,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/11/2019CPO535400082.pdf
UCAYALI,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,030-2019-2-5354,GOBIERNO REGIONAL UCAYALI,ADJUDICACIÓN DE PLAZAS EN LA CONVOCATORIA CAS N° 001-2019-GRU-ORA-OGP,,,3,PENAL ADMINISTRATIVO ENTIDAD,08/11/2019,08/11/2019,22/11/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/11/2019CPO535400083_ADJUNTO.pdf 2019CPO535400083,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/11/2019CPO535400083.pdf
LAMBAYEQUE,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,009-2019-2-5510,SERVICIO DE ADMINISTRACION TRIBUTARIA DE CHICLAYO,DESIGNACIÓN DE FUNCIONARIOS QUE NO CUMPLEN EL PERFIL SOLICITADO PARA DESEMPEÑAR CARGOS DE CONFIANZA,,,5,PENAL ADMINISTRATIVO ENTIDAD,26/09/2019,09/10/2019,20/11/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/11/2019CPO551000034_ADJUNTO.pdf 2019CPO551000034,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/11/2019CPO551000034.pdf
AYACUCHO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,007-2019-2-5997,PROGRAMA REGIONAL DE IRRIGACIÓN Y DESARROLLO RURAL INTEGRADO,"Proceso de selección y ejecución contractual para la elaboración del expediente técnico del proyecto: Construcción de la Presa Hidráulica Cayramayo, Distrito de Tambillo, Provincia de Huamanga - Región Ayacucho",,,11,PENAL ADMINISTRATIVO ENTIDAD,14/11/2019,19/11/2019,22/11/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/11/2019CPO599700032_ADJUNTO.pdf 2019CPO599700032,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/11/2019CPO599700032.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3243-2019-CG/GRLP,MUNICIPALIDAD PROVINCIAL DE CANTA,"CONTRATACIÓN, EJECUCIÓN Y PAGO DEL SERVICIO DE FISCALIZACIÓN POR MEDIOS ELECTRÓNICOS DE INFRACCIONES DE TRÁNSITO.",,,9,PENAL ADMINISTRATIVO ENTIDAD,06/11/2019,15/11/2019,22/11/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/11/2019CPOC82300134_ADJUNTO.pdf 2019CPOC82300134,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/11/2019CPOC82300134.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,2171-2019-CG/GRLA,PROGRAMA SUBSECTORIAL DE IRRIGACIONES-PSI,ELABORACIÓN DE FICHA TÉCNICA DEFINITIVA Y DESCOLMATACIÓN DEL CAUCE DEL RÍO LA LECHE TRAMO I,,,7,PENAL ADMINISTRATIVO ENTIDAD,15/10/2019,25/11/2019,28/11/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/11/2019CPOL43000130_ADJUNTO.pdf 2019CPOL43000130,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/11/2019CPOL43000130.pdf
PASCO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,2325-2019-CG/GRPA-SCE,DIRECCIÓN REGIONAL DE EDUCACIÓN PASCO,SUSCRIPCIÓN Y EJECUCIÓN DEL CONTRATO N° 008-2015-DREP-DOAJ CONVOCADA PARA LA CONTRATACIÓN DE UN CONSULTOR PARA EL SANEAMIENTO FÍSICO LEGAL DE 20 TERRENOS DE INSTITUCIONES EDUCATIVAS FOCALIZADAS EN LA REGIÓN PASCO.,,,9,PENAL ADMINISTRATIVO ENTIDAD,23/10/2019,26/11/2019,28/11/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/11/2019CPOL46700070_ADJUNTO.pdf 2019CPOL46700070,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/11/2019CPOL46700070.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,047-2019-2-0001,MINISTERIO DE ECONOMÍA Y FINANZAS,Supervisión a la ejecución contractual del servicio de seguridad y vigilancia en los locales del MEF,,,5,ADMINISTRATIVO ENTIDAD,28/11/2019,29/11/2019,09/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO000100101_ADJUNTO.pdf 2019CPO000100101,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO000100101.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,048-2019-2-0001,MINISTERIO DE ECONOMÍA Y FINANZAS,Participación de la empresa Goals S.A. en la supervisión del contrato n° 010-2016-EF/43.03-SAU,,,5,ADMINISTRATIVO ENTIDAD,29/11/2019,02/12/2019,20/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO000100102_ADJUNTO.pdf 2019CPO000100102,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO000100102.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,024-2019-2-0054,MINISTERIO DE ENERGÍA Y MINAS,Sobre cumplimiento de lo resuelto en las resoluciones emitidas por el Minem en materia de deslinde de responsabilidades administrativas,,,1,ADMINISTRATIVO ENTIDAD,28/11/2019,29/11/2019,26/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO005400067_ADJUNTO.pdf 2019CPO005400067,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO005400067.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,011-2019-2-0064,INSTITUTO GEOLÓGICO MINERO Y METALÚRGICO,Conformidad a la supervisión del tercer entregable del expediente técnico del proyecto de mejoramiento de la sede central de Ingemmet,,,4,ADMINISTRATIVO ENTIDAD,29/11/2019,29/11/2019,10/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO006400033_ADJUNTO.pdf 2019CPO006400033,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO006400033.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,020-2019-2-0086,EMPRESA ELECTRICIDAD DEL PERÚ - ELECTROPERU S A,"A LA EJECUCIÓN DEL PROCESO DE COBRANZA POR PARTE DE ELECTROPERU S.A., RESPECTO DE CONTRATOS DE SUMINISTRO DE ELECTRICIDAD Y APLICABILIDAD DE LA NORMA TÉCNICA DE CALIDAD DE SERVICIOS ELÉCTRICOS - NTCSE",,,4,ADMINISTRATIVO ENTIDAD,18/10/2019,22/10/2019,04/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO008600048_ADJUNTO.pdf 2019CPO008600048,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO008600048.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,068-2019-2-0190,UNIDAD EJECUTORA 120 PROGRAMA NACIONAL DE DOTACION DE MATERIALES EDUCATIVOS,Prestaciones adicionales de materiales educativos virtuales de inglés para 400 instituciones educativas con jornada escolar completa en el año 2017,,,9,CIVIL ADMINISTRATIVO ENTIDAD,10/12/2019,11/12/2019,23/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO019000227_ADJUNTO.pdf 2019CPO019000227,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO019000227.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,070-2019-2-0190,PROGRAMA EDUCACION BASICA PARA TODOS,Aplicación de penalidad en el servicio de modulado y transporte de los módulos de biblioteca de educación secundaria,,,2,CIVIL ADMINISTRATIVO ENTIDAD,11/12/2019,12/12/2019,23/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO019000228_ADJUNTO.pdf 2019CPO019000228,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO019000228.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,072-2019-2-0190,PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA - PRONIED,Liquidación del contrato de supervisión de la obra ejecutada en Institución Educativa Francisco Antonio de Zela de Tacna,,,4,CIVIL ADMINISTRATIVO ENTIDAD,12/12/2019,13/12/2019,23/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO019000233_ADJUNTO.pdf 2019CPO019000233,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO019000233.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,076-2019-2-0190,PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA - PRONIED,Liquidación del contrato de obra ejecutado en la Institución Educativa Leoncio Prado de Huánuco,,,3,CIVIL ADMINISTRATIVO ENTIDAD,18/12/2019,20/12/2019,27/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO019000236_ADJUNTO.pdf 2019CPO019000236,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO019000236.pdf
LORETO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,024-2019-2-0201,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,PROCESO DE ADMISIÓN 2019 - II ETAPA (PRE GRADO) A LA UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA: INGRESO MEDIANTE LA MODALIDAD DE DEPORTISTA CALIFICADO DE ALTO NIVEL,,,7,ADMINISTRATIVO ENTIDAD,24/12/2019,30/12/2019,31/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO020100045_ADJUNTO.pdf 2019CPO020100045,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO020100045.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,014-2019-2-0206,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL,A las contrataciones por el servicio de mantenimiento preventivo y correctivo de las unidades vehiculares de propiedad de la UNFV,,,6,ADMINISTRATIVO ENTIDAD,27/11/2019,27/11/2019,12/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO020600014_ADJUNTO.pdf 2019CPO020600014,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO020600014.pdf
ICA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,004-2019-2-0208,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA,INFORME ADMINISTRATIVO DESIGNACIÓN DE DIRECTOR DEL CENTRO MÉDICO UNIVERSITARIO,,,8,ADMINISTRATIVO ENTIDAD,19/11/2019,19/11/2019,04/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO020800023_ADJUNTO.pdf 2019CPO020800023,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO020800023.pdf
TACNA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,021-2019-2-0214,UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN - TACNA,"Disponibilidad de terreno para el inicio del plazo de ejecución de la obra ""Mejoramiento, ampliación del servicio educativo de la Escuela Académico Profesional de Educación en la FECH de la Universidad Nacional Jorge Basadre Grohmann Tacna""",,,3,CIVIL ADMINISTRATIVO ENTIDAD,20/11/2019,20/11/2019,04/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO021400056_ADJUNTO.pdf 2019CPO021400056,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO021400056.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,023-2019-2-0217,INSTITUTO PERUANO DEL DEPORTE - IPD,Procedimientos de contratación bajo régimen especial de Contratación Administrativa de Servicios de personal para diversas direcciones del Instituto Peruano del Deporte,,,7,ADMINISTRATIVO ENTIDAD,29/11/2019,05/12/2019,23/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO021700045_ADJUNTO.pdf 2019CPO021700045,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO021700045.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,030-2019-2-0217,INSTITUTO PERUANO DEL DEPORTE - IPD,Contrataciones Administrativas de Servicios de personal para la Dirección Nacional de Capacitación y Técnica Deportiva y la Dirección Nacional de Recreación y Promoción del Deporte,,,1,PENAL ADMINISTRATIVO ENTIDAD,09/12/2019,11/12/2019,23/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO021700046_ADJUNTO.pdf 2019CPO021700046,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO021700046.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,012-2019-2-0220,INSTITUTO GEOFÍSICO DEL PERÚ,"Fraccionamiento en la adquisición de instrumentación geofísica para la implementación de ocho estaciones sísmicas satelitales, así como la adquisición de repuestos",,,4,ADMINISTRATIVO ENTIDAD,10/12/2019,11/12/2019,23/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO022000013_ADJUNTO.pdf 2019CPO022000013,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO022000013.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,034-2019-2-0229,INSTITUTO NACIONAL DE SALUD,Procedimiento de selección del Concurso Público Nº 001-2017-OPE/INS para la contratación del servicio de seguridad y vigilancia para las sedes del Instituto Nacional de Salud,,,6,ADMINISTRATIVO ENTIDAD,05/11/2019,05/11/2019,20/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO022900049_ADJUNTO.pdf 2019CPO022900049,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO022900049.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,025-2019-2-0275,MINISTERIO PÚBLICO - FISCALÍA DE LA NACIÓN,Permanencia laboral y desvinculación del personal con inhabilitación vigente para el ejercicio de la función pública,,,2,ADMINISTRATIVO ENTIDAD,28/11/2019,29/11/2019,09/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO027500032_ADJUNTO.pdf 2019CPO027500032,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO027500032.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,026-2019-2-0275,MINISTERIO PÚBLICO - FISCALÍA DE LA NACIÓN,CONTRATACIÓN DE PERSONAL BAJO LA MODALIDAD DE NATURALEZA ACCIDENTAL DE SUPLENCIA,,,4,ADMINISTRATIVO ENTIDAD,29/11/2019,29/11/2019,09/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO027500033_ADJUNTO.pdf 2019CPO027500033,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO027500033.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,028-2019-2-0279,PODER JUDICIAL,"ASIGNACIÓN DE VIÁTICOS PARA COMISIONES DE SERVICIO PREVIAMENTE PROGRAMADAS, UTILIZANDO RECURSOS DEL FONDO DE CAJA CHICA",,,2,ADMINISTRATIVO ENTIDAD,21/11/2019,27/11/2019,06/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO027900079_ADJUNTO.pdf 2019CPO027900079,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO027900079.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,029-2019-2-0279,PODER JUDICIAL,ADQUISICIÓN DE VEINTE COMPUTADORAS PORTÁTILES PARA LOS JUECES SUPERIORES DE LA CORTE SUPERIOR DE JUSTICIA DE JUNÍN,,,5,ADMINISTRATIVO ENTIDAD,21/11/2019,27/11/2019,06/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO027900080_ADJUNTO.pdf 2019CPO027900080,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO027900080.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,030-2019-2-0279,PODER JUDICIAL,CONTRATACIÓN DEL EXPEDIENTE TÉCNICO PARA LA OBRA 'CONSTRUCCIÓN E IMPLEMENTACIÓN DE LA SEDE DE LA CORTE SUPERIOR DE JUSTICIA DE LIMA SUR',,,2,CIVIL,21/11/2019,27/11/2019,06/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO027900081_ADJUNTO.pdf 2019CPO027900081,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO027900081.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,031-2019-2-0279,PODER JUDICIAL,RENDICIÓN INEXACTA DE VIÁTICOS AL NO COINCIDIR LAS BOLETAS DE VENTA - USUARIO CON LAS BOLETAS DE VENTA - EMISOR,,,7,PENAL ADMINISTRATIVO ENTIDAD,21/11/2019,27/11/2019,06/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO027900082_ADJUNTO.pdf 2019CPO027900082,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO027900082.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,032-2019-2-0279,PODER JUDICIAL,"EFECTIVIZACIÓN DE RECURSOS DE LOS CDJ SIN CONTAR CON EL SUSTENTO DE SU PRESCRIPCIÓN, FUERON PUESTOS A DISPOSICIÓN DEL PJ Y GASTADOS, A PESAR DE TRATARSE DE RECURSOS DE TERCEROS",,,5,ADMINISTRATIVO ENTIDAD,21/11/2019,27/11/2019,06/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO027900083_ADJUNTO.pdf 2019CPO027900083,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO027900083.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,033-2019-2-0279,PODER JUDICIAL,"PAGO DE PRESTACIÓN DE SERVICIOS QUE NO CORRESPONDEN A LOS TÉRMINOS DE REFERENCIA, APROBADO POR FUNCIONARIO NO COMPETENTE, RESPECTO A EVALUACIÓN DE VEHÍCULOS MATERIA DEL DELITO",,,1,ADMINISTRATIVO ENTIDAD,21/11/2019,27/11/2019,06/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO027900084_ADJUNTO.pdf 2019CPO027900084,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO027900084.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,011-2019-2-0280,JURADO NACIONAL DE ELECCIONES - JNE,VERIFICACIÓN A LA EJECUCIÓN DEL CONTRATO N° 0129-2018-DCGI/JNE ADQUISICIÓN DE ESTANTE CORREDIZO - ESTANTE MÓVIL PARA EL ARCHIVO CENTRAL DE JNE ERM 2018,,,4,CIVIL PENAL ADMINISTRATIVO ENTIDAD,26/11/2019,27/11/2019,06/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO028000022_ADJUNTO.pdf 2019CPO028000022,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO028000022.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,019-2019-2-0281,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,"Servicio de consultoría para la puesta en funcionamiento de oficinas en local ubicado en Comandante Espinar, Miraflores",,,2,CIVIL ADMINISTRATIVO ENTIDAD,28/11/2019,29/11/2019,12/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO028100044_ADJUNTO.pdf 2019CPO028100044,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO028100044.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,027-2019-2-0282,MINISTERIO DEL INTERIOR,"CONTRATACION DEL SERVICIO DE TRANSMISION DE LOS DATOS DE GEO-POSICIONAMIENTO GLOBAL DE LOS VEHICULOS PERTENECIENTES AL PARQUE AUTOMOTOR DE LA PNP DEDICADOS A LABORES DE PATRULLAJE EN LAS REGIONES POLICIALES DE CUSCO, AREQUIPA, LA LIBERTAD, PIURA Y LIMA PROVINCIAS",,,3,ADMINISTRATIVO ENTIDAD,15/11/2019,18/11/2019,04/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO028200052_ADJUNTO.pdf 2019CPO028200052,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO028200052.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,029-2019-2-0282,MINISTERIO DEL INTERIOR,CONTRATACION DEL SERVICIO DE MANTENIMIENTO CORRECTIVO Y PREVENTIVO DE VEHÍCULOS INOPERATIVOS DE LAS UNIDADES DE LA PNP DE LIMA Y CALLAO,,,3,PENAL ADMINISTRATIVO ENTIDAD,22/11/2019,26/11/2019,04/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPO028200054_ADJUNTO.pdf 2019CPO028200054,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPO028200054.pdf
