ruc_proveedor,ruc_nombre,tipo_inscripcion,nombre_comercial,fecha_inscripcion,estado_contribuyente,condicion_contribuyente,direccion,actividades
20203691247,FILIGRANAS PERUANAS,ASOCIACION,-,06/01/1994,ACTIVO,HABIDO,CAL.AVENIDA ALTA NRO. 453 INT. 4 (BAJANDO ARCOPATA A MEDIA CDRA) CUSCO - CUSCO - CUSCO,"PRINCIPAL - 9000 - ACTIVIDADES CREATIVAS, ARTISTICAS Y DE ENTRETENIMIENTO"
20210651706,CESPA S.R.L.,SOC.COM.RESPONS. LTDA,CESPA S.R.L.,21/02/1994,ACTIVO,HABIDO,BL. O NRO. SN DPTO. 404 C.H. PACHACUTEC (BLOQUE O BLOQUE VERDE DETRAS IGLESIA) CUSCO - CUSCO - WANCHAQ,PRINCIPAL - 4100 - CONSTRUCCION DE EDIFICIOS
20211780127,EIMERSOL S.R.L.,SOC.COM.RESPONS. LTDA,-,26/02/1994,ACTIVO,HABIDO,PQ. PARQUE INDUSTRIAL MZA. F LOTE. 21 (AV. REPUBLICA DE BOLIVIA) CUSCO - CUSCO - WANCHAQ,"PRINCIPAL - 2395 - FABRICACION DE ARTICULOS DE HORMIGON, CEMENTO Y YESO"
20219340975,ASOC REG DE PRODUCT AGROPEC Y ARTESANAL,ASOCIACION,-,23/04/1994,ACTIVO,HABIDO,CAL.CIRCUITO 3 NRO. S/N C.C. YANACONA SECTORUMANES (CERCA AL C.E. 5060 UMANES) CUSCO - URUBAMBA - CHINCHERO,PRINCIPAL - 0150 - CULTIVO DE PRODUCTOS AGRICOLAS EN COMBINACION CON LA CRIA DE ANIMALES (EXPLOTACION MIXTA)
20220420095,SERVICIOS DE INGENIERIA Y CONTRATISTAS GENERALES S.A.C. - SEINCO S.A.C.,SOCIEDAD ANONIMA CERRADA,SEINCO S.A.C.,02/05/1994,ACTIVO,HABIDO,AV. 18 DE NOVIEMBRE MZA. 14 LOTE. 2 BAR. LOS ALAMOS (FRENTE AL COLEGIO CEMA CHALLHUAHUACHO) APURIMAC - COTABAMBAS - CHALLHUAHUACHO,PRINCIPAL - 4220 - CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO
20223665480,GRAFICOMP E I R LTDA,EMPRESA INDIVIDUAL DE RESP. LTDA,GRAFICOMP E I R LTDA,06/07/1994,ACTIVO,HABIDO,CAL.LECHUGAL NRO. 160 (FRENTE A LA CLINICA PAREDES) CUSCO - CUSCO - CUSCO,PRINCIPAL - 1811 - IMPRESION
20225537551,NEGOCIACION AGRICOLA DEL SUR E I R LTDA,EMPRESA INDIVIDUAL DE RESP. LTDA,NEGOCIACION AGRICOLA DEL SUR,13/08/1994,SUSPENSION TEMPORAL,HABIDO,AV. DE LA CULTURA NRO. 230 CERCADO DE WANCHAQ (FRENTE AL ESTADIO UNIVERSITARIO) CUSCO - CUSCO - WANCHAQ,PRINCIPAL - 4620 - VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y ANIMALES VIVOS
20226804553,NOR AUTOS PIURA S.A.C.,SOCIEDAD ANONIMA CERRADA,NORAUTOS,09/09/1994,ACTIVO,HABIDO,AV. SANCHEZ CERRO NRO. 240 Z.I. ZONA INDUSTRIAL PIURA - PIURA - PIURA,PRINCIPAL - 4510 - VENTA DE VEHICULOS AUTOMOTORES
20227781450,RADIO MARILU F M E I R LTDA,EMPRESA INDIVIDUAL DE RESP. LTDA,-,30/09/1994,ACTIVO,HABIDO,NRO. MZ E INT. LT18 A.H. SAN JUDAS TADEO (CONO NORTE) PIURA - TALARA - PARINAS,PRINCIPAL - 6010 - TRANSMISIONES DE RADIO
20227836700,CALIBRACIONES MECANICAS EIRLTDA,EMPRESA INDIVIDUAL DE RESP. LTDA,CALMEC S R LTDA,03/10/1994,ACTIVO,HABIDO,PRO.HUALLAGA MZA. L LOTE. 19 URB. LA TINA PIURA - PIURA - PIURA,PRINCIPAL - 4520 - MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES
20228832678,MATERIALES Y REPRESENTACIONES MOSCOL EIR,EMPRESA INDIVIDUAL DE RESP. LTDA,-,27/10/1994,ACTIVO,HABIDO,AV. BUENOS AIRES NRO. 100 A.H. 9 DE OCTUBRE (ENTRE CIRCUNVALACION) PIURA - SULLANA - SULLANA,"PRINCIPAL - 4641 - VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO"
20228985237,ESTACION DE SERVICIOS SAN JOSE ESPINAR-CUSCO SRL,SOC.COM.RESPONS. LTDA,EE. SS. SAN JOSE ESPINAR CUSCO,31/10/1994,ACTIVO,HABIDO,MZA. C LOTE. 11 URB. VILLA HERMOZA AREQUIPA - AREQUIPA - PAUCARPATA,PRINCIPAL - 4730 - VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS
20230557757,JAEN GAS S.A.C,SOCIEDAD ANONIMA CERRADA,JAEN GAS S.A.C.,16/12/1994,ACTIVO,HABIDO,CAR.JAEN CHAMAYA NRO. 14 P.J. FILA ALTA CAJAMARCA - JAEN - JAEN,PRINCIPAL - 3520 - FABRICACION DE GAS; DISTRIBUCION DE COMBUSTIBLES GASEOSOS POR TUBERIAS
20250406941,AGROVET MARKET S.A,SOCIEDAD ANONIMA,-,06/05/1994,ACTIVO,HABIDO,AV. CANADA NRO. 3792 INT. 3798 URB. VILLA JARDIN LIMA - LIMA - SAN LUIS,"PRINCIPAL - 2100 - FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALES Y PRODUCTOS BOTANICOS DE USO FARMACEUTICO"
20253881438,COBRA PERU S.A,SOCIEDAD ANONIMA,COBRA S.A,18/07/1994,ACTIVO,HABIDO,CAL.AMADOR MERINO REYNA NRO. 267 INT. 902 (EDIFICIO PARQUE PLAZA) LIMA - LIMA - SAN ISIDRO,PRINCIPAL - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
20254053822,PRODUCTOS DE ACERO CASSADO SA PRODAC SA,SOCIEDAD ANONIMA,PRODAC S.A.,21/07/1994,ACTIVO,HABIDO,AV. NESTOR GAMBETA NRO. 6429 PROV. CONST. DEL CALLAO - PROV. CONST. DEL CALLAO - CALLAO,PRINCIPAL - 2410 - INDUSTRIAS BASICAS DE HIERRO Y ACERO
20254218252,ACS REFRIGERACION S.A.C.,SOCIEDAD ANONIMA CERRADA,-,25/07/1994,ACTIVO,HABIDO,JR. PALMA DE MALLORCA NRO. 139 URB. JAVIER PRADO 5TA ETAPA LIMA - LIMA - SAN LUIS,PRINCIPAL - 4690 - VENTA AL POR MAYOR NO ESPECIALIZADA
20258886420,ROSEN PERU S.A.,SOCIEDAD ANONIMA,ROSEN PERU S.A.,09/11/1994,ACTIVO,HABIDO,AV. EL SOL MZA. -- LOTE. 04 Z.I. ASOC.AGROPEC.VILLA RICA (ENTRE LOS ALMACENES DE SAGA Y RIPLEY) LIMA - LIMA - VILLA EL SALVADOR,PRINCIPAL - 4649 - VENTA AL POR MAYOR DE OTROS ENSERES DOMESTICOS
20259572887,ZAPLER S.A.C.,SOCIEDAD ANONIMA CERRADA,ZAPLER SAC,23/11/1994,ACTIVO,HABIDO,CAR.PANAMERICANA SUR KM. 17.2 MZA. D LOTE. 5 Z.I. ZONA PRE-URBANA (ANTIGUA PANAMERIC. SUR-ANTES PEAJE VILLA) LIMA - LIMA - VILLA EL SALVADOR,PRINCIPAL - 4659 - VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO
20262478964,METSO OUTOTEC PERU S.A.,SOCIEDAD ANONIMA,METSO OUTOTEC,02/02/1995,ACTIVO,HABIDO,CAL.VULCANO NRO. 156 URB. INDUSTRIAL VULCANO LIMA - LIMA - ATE,PRINCIPAL - 2592 - TRATAMIENTO Y REVESTIMIENTO DE METALES; MAQUINADO
20264180971,PROFILE CONSULTING GROUP SOCIEDAD ANONIMA CERRADA - PROFILE CONSULTING GROUP S.A.C.,SOCIEDAD ANONIMA CERRADA,-,13/03/1995,ACTIVO,HABIDO,AV. JOSE PARDO NRO. 764 INT. 13 LIMA - LIMA - MIRAFLORES,"PRINCIPAL - 4741 - VENTA AL POR MENOR DE ORDENADORES, EQUIPO PERIFERICO, PROGRAMA DE INFORM. Y EQU. DE TELEC. EN COMERCIOS ESPECIALIZADOS"
20267203467,CTM TECNOLOGIA Y CONTROL SOCIEDAD ANONIMA CERRADA,SOCIEDAD ANONIMA CERRADA,CTM TECTROL S.A.C.,24/05/1995,ACTIVO,HABIDO,CAL.LAS MONJAS NRO. 243 INT. 1ERP URB. SANTA FELICIA (ALTURA CUADRA 5 AVENIDA LA MOLINA) LIMA - LIMA - LA MOLINA,PRINCIPAL - 2829 - FABRICACION DE OTROS TIPOS DE MAQUINARIA DE USO ESPECIAL
20270562966,INGENIERIA SOCIEDAD ANONIMA NORTE,SOCIEDAD ANONIMA,INGESA NORTE,14/02/1995,ACTIVO,HABIDO,CAL.ELIAS AGUIRRE NRO. 830 INT. 401 OTR. CERCADO DE CHICLAYO (EDIFICIO GALERIAS REAL) LAMBAYEQUE - CHICLAYO - CHICLAYO,"PRINCIPAL - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION"
20276017749,AS SERVICE EIRL,EMPRESA INDIVIDUAL DE RESP. LTDA,-,02/08/2011,ACTIVO,HABIDO,CAL.04 NRO. 75 INT. 01 BARRIO BLANCO (CERCA A LA MUNICIPALIDAD) PIURA - TALARA - EL ALTO,PRINCIPAL - 8299 - OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS N.C.P.
20277185076,SERVICENTRO EL TRIANGULO DE ORO SRLTA.,SOC.COM.RESPONS. LTDA,-,02/11/1995,ACTIVO,HABIDO,CAR.PANAMERICANA NORTE NRO. 1190 PIURA - TALARA - EL ALTO,PRINCIPAL - 4730 - VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS
20277577314,SERVICENTRO JAKELINE S.C.R.LTDA.,SOC.COM.RESPONS. LTDA,SERVICENTRO JAKELINE,19/12/1994,ACTIVO,HABIDO,AV. PROLG. AV. LA CULTURA NRO. 1850 OTROS CUSCO - CUSCO - SAN SEBASTIAN,PRINCIPAL - 4923 - TRANSPORTE DE CARGA POR CARRETERA
20277897734,INDUSTRIA DEL VESTIDO SAN ANTONIO EIRL,EMPRESA INDIVIDUAL DE RESP. LTDA,-,05/04/1995,ACTIVO,HABIDO,CAL.BELEN NRO. 828 (2DO PISO INT FRENTE TRADICIONES CUSQUENA) CUSCO - CUSCO - SANTIAGO,"PRINCIPAL - 1410 - FABRICACION DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL"
20278054773,CONSTRUCTORA ALFA Y SERVICIOS GENERALES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,SOC.COM.RESPONS. LTDA,-,30/05/1995,ACTIVO,HABIDO,AV. LOS INCAS NRO. 923 (COSTADO DE LA CAJA MUNICIPAL CUSCO) CUSCO - CUSCO - WANCHAQ,PRINCIPAL - 4390 - OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCION
20278412289,CONSTRUCTORA CIARS SRLTDA.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,04/09/1995,ACTIVO,HABIDO,CAL.BOLOGNESI NRO. SN (A DOS CUADRAS DE LA PLAZA DE ARMAS) CUSCO - CANAS - YANAOCA,PRINCIPAL - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
20278450539,EMPRESA CONSTRUCTORA Y CONSULTORA SOCIEDAD DE RESPONSABILIDAD LIMITADA JELM,SOC.COM.RESPONS. LTDA,-,29/05/2001,ACTIVO,HABIDO,MZA. G LOTE. 8 URB. VISTA ALEGRE (PSJE LOS ROSALES FRENTE CANCHA SINTETICA) CUSCO - CUSCO - SAN SEBASTIAN,PRINCIPAL - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
20278699391,CONSULTORES GENERALES FIDA S.R.L.,SOC.COM.RESPONS. LTDA,-,12/12/1995,ACTIVO,HABIDO,AV. SIMON BOLIVAR NRO. E-6B URB. BANCOPATA (A UNA CUADRA DE ELECTRO PERU) CUSCO - CUSCO - SANTIAGO,PRINCIPAL - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
20280189325,SERVICIOS GENERALES PARA LA INDUSTRIA S.A.C.,SOCIEDAD ANONIMA CERRADA,SERGEPIN S.A.C.,26/04/1995,ACTIVO,HABIDO,CAL.ALZAMORA NRO. 959 P.J. MARISCAL CASTILLA LORETO - MAYNAS - IQUITOS,PRINCIPAL - 4100 - CONSTRUCCION DE EDIFICIOS
20280606538,PROMOTORA DE SEVICIOS GENERALES E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,PROSERGEN E.I.R.LTDA.,28/11/1995,ACTIVO,HABIDO,CAL.JOSE GALVEZ NRO. 1054 OTR. --- (CON CALLE SOLEDAD) LORETO - MAYNAS - IQUITOS,"PRINCIPAL - 6920 - ACTIVIDADES DE CONTABILIDAD, TENEDURIA DE LIBROS Y AUDITORIA; CONSULTORIA FISCAL"
20281244222,ENERGIA Y ORGANIZACION DE SISTEMAS S.A.,SOCIEDAD ANONIMA,EOS S.A,27/04/1995,ACTIVO,HABIDO,JR. FAUSTINO QUISPE NRO. 351 URB. MIRAFLORES JUNIN - HUANCAYO - EL TAMBO,PRINCIPAL - 4923 - TRANSPORTE DE CARGA POR CARRETERA
20290561451,MAN TRADING CORP S.A.C.,SOCIEDAD ANONIMA CERRADA,-,23/04/2010,ACTIVO,HABIDO,AV. SEPARADORA INDUSTRIAL NRO. 4218 URB. PORTALES DE JAVIER PRADO ET. UNO LIMA - LIMA - ATE,PRINCIPAL - 4690 - VENTA AL POR MAYOR NO ESPECIALIZADA
20290961123,TRANSFORMACIONES METALURGICAS ANDINAS SOCIEDAD ANONIMA CERRADA - TRAMEAN S.A.C.,SOCIEDAD ANONIMA CERRADA,TMA,18/08/1995,ACTIVO,HABIDO,JR. JORGE CHAVEZ NRO. 417 URB. CHACRA COLORADA LIMA - LIMA - BRENA,"PRINCIPAL - 4752 - VENTA AL POR MENOR DE ARTICULOS DE FERRETERIA, PINTURAS Y PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS"
20296021408,ARMOTEC CONTRATISTAS GENERALES S.A.C. - ARMOTEC S.A.C.,SOCIEDAD ANONIMA CERRADA,ARMOTEC S.A.C.,13/11/1995,ACTIVO,HABIDO,CAL.FRANCISCO DE TOLEDO NRO. 165 LIMA - LIMA - SANTIAGO DE SURCO,PRINCIPAL - 4690 - VENTA AL POR MAYOR NO ESPECIALIZADA
20296395821,DIECOM S.R.L.,SOC.COM.RESPONS. LTDA,DIECOM S.R.L.,21/11/1995,ACTIVO,HABIDO,AV. GENERAL CESAR CANEVARO NRO. 116 INT. 405 LIMA - LIMA - LINCE,PRINCIPAL - 4659 - VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO
20298258821,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,EMPRESA INDIVIDUAL DE RESP. LTDA,-,03/01/1996,ACTIVO,HABIDO,CAL.A MZA. X LOTE. 2 URB. ALBINO HERRERA 1ERA.ETAPA PROV. CONST. DEL CALLAO - PROV. CONST. DEL CALLAO - CALLAO,PRINCIPAL - 4922 - OTRAS ACTIVIDADES DE TRANSPORTE POR VIA TERRESTRE
20302241598,KOMATSU-MITSUI MAQUINARIAS PERU S.A.,SOCIEDAD ANONIMA,KOMATSU - MITSUI MAQUINARIAS,15/03/1996,ACTIVO,HABIDO,AV. ARGENTINA NRO. 4453 (CRUCE CON AV. FAUCETT) PROV. CONST. DEL CALLAO - PROV. CONST. DEL CALLAO - CALLAO,PRINCIPAL - 4659 - VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO
20303180720,SIEMENS ENERGY SOCIEDAD ANONIMA CERRADA,SOCIEDAD ANONIMA CERRADA,SIEMENS ENERGY S.A.C.,02/04/1996,ACTIVO,HABIDO,AV. DOMINGO ORUE NRO. 971 LIMA - LIMA - SURQUILLO,PRINCIPAL - 4659 - VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO
20304706211,SYNLAB PERU S.A.C,SOCIEDAD ANONIMA CERRADA,SYNLAB -MEDLAB-MEDLAB MIEMBRO,02/05/1996,ACTIVO,HABIDO,AV. GREGORIO ESCOBEDO NRO. 710 LIMA - LIMA - JESUS MARIA,PRINCIPAL - 8690 - OTRAS ACTIVIDADES DE ATENCION DE LA SALUD HUMANA
20306102967,TE.SA.M. PERU S.A.,SOCIEDAD ANONIMA,TE.SA.M.PERU S.A.,28/05/1996,ACTIVO,HABIDO,CAL.GERMAN SCHREIBER NRO. 276 INT. 240 URB. SANTA ANA (ENTRE LA CDRA 1 Y 2 DE CANAVAL Y MOREYRA) LIMA - LIMA - SAN ISIDRO,PRINCIPAL - 6130 - ACTIVIDADES DE TELECOMUNICACIONES POR SATELITE
20309386079,ASOCIACION CIVIL UNION LA SELVA,ASOCIACION,-,09/12/1997,ACTIVO,HABIDO,AV. ALEGRIA MZA. J LOTE. 06 CENTRO POBLADO DE ALEGRIA (FRENTE AL MOTOR DE LUZ) MADRE DE DIOS - TAMBOPATA - LAS PIEDRAS,PRINCIPAL - 74996 - OTRAS ACTIVIDADES EMPRESARIALES NCP.
20309386311,ASOCIACION CIVIL LAS TRES UNIONES,ASOCIACION,-,09/12/1997,ACTIVO,HABIDO,----COM. EL PRADO NRO. S/N EL PRADO (CASA SR. ALVIS RAMOS CESAR AUGUSTO) MADRE DE DIOS - TAMBOPATA - TAMBOPATA,PRINCIPAL - 8130 - ACTIVIDADES DE PAISAJISMO Y SERVICIOS DE MANTENIMIENTO CONEXOS
20316555285,G.R. TECH S.A.C.,SOCIEDAD ANONIMA CERRADA,-,11/06/1996,ACTIVO,HABIDO,CAL.LOS ANTARES NRO. 320 (TORRE A OFICINA 403) LIMA - LIMA - SANTIAGO DE SURCO,PRINCIPAL - 4659 - VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO
20317337150,MUNICIPALIDAD DISTRITAL DE PICHARI,"GOBIERNO REGIONAL, LOCAL",-,19/03/1996,ACTIVO,HABIDO,NRO. S/N PBLO. PICHARI (PLAZA PRINCIPAL PICHARI) CUSCO - LA CONVENCION - PICHARI,PRINCIPAL - 8411 - ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL
20336696071,GEOLAB S.R.LTDA,SOC.COM.RESPONS. LTDA,-,20/11/1996,ACTIVO,HABIDO,CAL.EMILIO DE ALTHAUS NRO. 121 INT. 803 (EDIFICIO) LIMA - LIMA - LINCE,"PRINCIPAL - 7490 - OTRAS ACTIVIDADES PROFESIONALES, CIENTIFICAS Y TECNICAS N.C.P."
20343877294,DIN AUTOMATIZACION S.A.C.,SOCIEDAD ANONIMA CERRADA,-,25/03/1997,ACTIVO,HABIDO,AV. AURELIO GARCIA Y GARCIA NRO. 1592 URB. LOS CIPRESES (ALTURA CDRA 34 AV. VENEZUELA) LIMA - LIMA - LIMA,PRINCIPAL - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
20347237028,ESTACION BOLOGNESI S.R.LTDA,SOC.COM.RESPONS. LTDA,-,16/05/1997,ACTIVO,HABIDO,AV. 9 DE OCTUBRE NRO. 101 INT. A URB. PIEDRA LIZA (COSTADO DE GRIFO REPSOL) LIMA - LIMA - RIMAC,PRINCIPAL - 4730 - VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS
20347408108,COMPANIA DE SERVICIOS GENERALES A.G.P. S.A.C.,SOCIEDAD ANONIMA CERRADA,AGP,19/05/1997,ACTIVO,HABIDO,JR. IGNACIO COSSIO NRO. 1973 (4PS-CDRA 2 AV. LAS AMERICAS) LIMA - LIMA - LA VICTORIA,"PRINCIPAL - 1410 - FABRICACION DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL"
20349027985,PROCETRADI S.A.C.,SOCIEDAD ANONIMA CERRADA,-,10/06/1997,ACTIVO,HABIDO,AV. BENAVIDES NRO. 1850 INT. 301 URB. EL ROSEDAL LIMA - LIMA - MIRAFLORES,PRINCIPAL - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
20349497191,RINAI REPUESTOS SOCIEDAD ANONIMA,SOCIEDAD ANONIMA,-,17/06/1997,ACTIVO,HABIDO,AV. AVIACION NRO. 2052 URB. SANTA CATALINA LIMA - LIMA - LA VICTORIA,"PRINCIPAL - 4530 - VENTA DE PARTES, PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES"
20356188994,GRIFO SAN MARTIN DE PORRAS SRLTDA,SOC.COM.RESPONS. LTDA,GRIFO SAN MARTIN DE PORRAS SRL,10/10/1996,ACTIVO,HABIDO,CAR.PANAMERICANA KM. 2 (JUNTO A PUENTE - RIO NACARA) PIURA - MORROPON - CHULUCANAS,PRINCIPAL - 4730 - VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS
20357981612,INVERSIONES EDISA E.I.R.LTDA,EMPRESA INDIVIDUAL DE RESP. LTDA,INVERSIONES EDISA EIRL,21/02/1997,ACTIVO,HABIDO,JR. AV. FRANCISCA ZUBIAGA MZA. C LOTE. 3 QUILLABAMBA (FT MAS ABAJO DE CLUB TENIS) CUSCO - LA CONVENCION - SANTA ANA,"PRINCIPAL - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION"
20358462473,ASOCIACION RURAL VIAL PAITITI,ASOCIACION,-,26/06/1997,ACTIVO,HABIDO,AV. PLACIDO CORRALES NRO. SN C.C. PASTO GRANDE (CASA 2 PIS ADOB BLANCO CERCA MERC CHALL) CUSCO - PAUCARTAMBO - CHALLABAMBA,PRINCIPAL - 9609 - OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.
20358672109,ASOC. CIVIL SIN FINES DE LUCRO PARA EL MANTENIMIENTO VIAL Y DESARROLLO INTEGRAL NINO SAN SALVADOR,ASOCIACION,-,19/08/1997,ACTIVO,HABIDO,AV. 28 DE JULIO NRO. S/N (CASA AMARILLA PUERTA VERDE COSTAD PARROQ) CUSCO - CANAS - YANAOCA,PRINCIPAL - 8423 - ACTIVIDADES DE MANTENIMIENTO DEL ORDEN PUBLICO Y DE SEGURIDAD
20358676601,ASOC. CIVIL PUMACHACA,ASOCIACION,-,20/08/1997,ACTIVO,HABIDO,NRO. S/N BARRIO CONCHUPATA ALTA (A 2 CUADRAS DE LA ESCUELA 50411) CUSCO - PAUCARTAMBO - PAUCARTAMBO,PRINCIPAL - 4210 - CONSTRUCCION DE CARRETERAS Y VIAS DE FERROCARRIL
20358706101,JV SERVICIOS E INVERSIONES MULTIPLES SOCIEDAD ANONIMA CERRADA,SOCIEDAD ANONIMA CERRADA,JV SERVIS S.A.C.,28/08/1997,ACTIVO,HABIDO,NRO. A-9 URB. CANCHIS (DETRAS DE LA QUINTA MARCAVALLE) CUSCO - CUSCO - WANCHAQ,PRINCIPAL - 8121 - LIMPIEZA GENERAL DE EDIFICIOS
20364169982,EMGESA S.A.C.,SOCIEDAD ANONIMA,GRIFO MONTESINOS,22/12/1998,ACTIVO,HABIDO,JR. MARIANO NUNEZ NRO. 708 CERCADO (CERCADO) PUNO - SAN ROMAN - JULIACA,PRINCIPAL - 4730 - VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS
20365809179,EL HORIZONTE S.R.L.,SOC.COM.RESPONS. LTDA,-,05/03/1997,ACTIVO,HABIDO,AV. PERU NRO. 313 (FRENTE A LA UTEA) APURIMAC - ABANCAY - ABANCAY,PRINCIPAL - 4923 - TRANSPORTE DE CARGA POR CARRETERA
20369120817,TRANSPORTES M. CATALAN S.A.C.,SOCIEDAD ANONIMA CERRADA,T.M.C. S.A.C.,04/06/1998,ACTIVO,HABIDO,MZA. A LOTE. 7A INT. SED1 BARR. HUAMBOCANCHA ALTA CAJAMARCA - CAJAMARCA - CAJAMARCA,PRINCIPAL - 4923 - TRANSPORTE DE CARGA POR CARRETERA
20371684167,CORPORACION C Y F DISTRIB.REPRESENT.SRL,SOCIEDAD IRREGULAR,CORPORACION C & F,25/06/1997,SUSPENSION TEMPORAL,HABIDO,JR. LOS TERRAZOS NRO. 2693 URB. SAN CARLOS LIMA - LIMA - SAN JUAN DE LURIGANCHO,"PRINCIPAL - 1410 - FABRICACION DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL"
20374019865,BIENES DE HUMBERTO VASQUEZ SA,SOCIEDAD ANONIMA,BIDHUMVA SA,04/08/1997,ACTIVO,HABIDO,AV. LAS PALMERAS NRO. 5334 URB. VILLA DEL NORTE (A 1 CDRA DE AV. MARANON) LIMA - LIMA - LOS OLIVOS,"PRINCIPAL - 4652 - VENTA AL POR MAYOR DE EQUIPO, PARTES Y PIEZAS ELECTRONICOS Y DE TELECOMUNICACIONES"
20374211545,GRUPO ANDINO DE INVERSIONES S.A.C,SOCIEDAD ANONIMA CERRADA,GRANDINVEST SAC,07/08/1997,ACTIVO,HABIDO,AV. MANUEL OLGUIN NRO. 325 DPTO. 505 URB. LOS GRANADOS LIMA - LIMA - SANTIAGO DE SURCO,PRINCIPAL - 3700 - EVACUACION DE AGUAS RESIDUALES
20376801927,MEDISONIC S.A.C.,SOCIEDAD ANONIMA CERRADA,MEDISONIC S.A.C.,22/09/1997,ACTIVO,HABIDO,AV. JOSE GALVEZ BARRENECHEA NRO. 1069 URB. CORPAC LIMA - LIMA - SAN BORJA,PRINCIPAL - 4690 - VENTA AL POR MAYOR NO ESPECIALIZADA
20377339461,B.BRAUN MEDICAL PERU S.A.,SOCIEDAD ANONIMA,B.BRAUN MEDICAL PERU S.A.,02/10/1997,ACTIVO,HABIDO,AV. SEPARADORA INDUSTRIAL NRO. 887 URB. MIGUEL GRAU (ESQ AV STA ROSA / SEPARADORA INDUSTRIAL) LIMA - LIMA - ATE,"PRINCIPAL - 2100 - FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALES Y PRODUCTOS BOTANICOS DE USO FARMACEUTICO"
20377783621,GRUPO TECNICO KILOWATT S.R.LTDA.,SOC.COM.RESPONS. LTDA,GRETEK S.R.LTDA.,13/10/1997,ACTIVO,HABIDO,JR. IQUIQUE NRO. 058 LIMA - LIMA - BRENA,PRINCIPAL - 4659 - VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO
